player_name_tm,club_tm,season,market_value_eur
Ederson,Manchester City,2023-24,35000000.0
Stefan Ortega,Manchester City,2023-24,9000000.0
Zack Steffen,Manchester City,2023-24,2000000.0
True Grant,Manchester City,2023-24,500000.0
Scott Carson,Manchester City,2023-24,200000.0
Rúben Dias,Manchester City,2023-24,80000000.0
Josko Gvardiol,Manchester City,2023-24,75000000.0
Manuel Akanji,Manchester City,2023-24,45000000.0
Nathan Aké,Manchester City,2023-24,40000000.0
John Stones,Manchester City,2023-24,38000000.0
Taylor Harwood-Bellis,Manchester City,2023-24,22000000.0
Aymeric Laporte,Manchester City,2023-24,20000000.0
Max Alleyne,Manchester City,2023-24,500000.0
Sergio Gómez,Manchester City,2023-24,10000000.0
Josh Wilson-Esbrand,Manchester City,2023-24,4000000.0
Matheus Nunes,Manchester City,2023-24,50000000.0
Rico Lewis,Manchester City,2023-24,38000000.0
Kyle Walker,Manchester City,2023-24,13000000.0
Issa Kaboré,Manchester City,2023-24,10000000.0
Rodri,Manchester City,2023-24,120000000.0
Kalvin Phillips,Manchester City,2023-24,25000000.0
Máximo Perrone,Manchester City,2023-24,9000000.0
Mahamadou Susoho,Manchester City,2023-24,1500000.0
Jacob Wright,Manchester City,2023-24,800000.0
Mateo Kovacic,Manchester City,2023-24,30000000.0
Phil Foden,Manchester City,2023-24,150000000.0
Cole Palmer,Manchester City,2023-24,80000000.0
Bernardo Silva,Manchester City,2023-24,70000000.0
Kevin De Bruyne,Manchester City,2023-24,50000000.0
James McAtee,Manchester City,2023-24,12000000.0
Jérémy Doku,Manchester City,2023-24,65000000.0
Jack Grealish,Manchester City,2023-24,60000000.0
Micah Hamilton,Manchester City,2023-24,2000000.0
Oscar Bobb,Manchester City,2023-24,25000000.0
Erling Haaland,Manchester City,2023-24,180000000.0
Julián Alvarez,Manchester City,2023-24,90000000.0
David Raya,Arsenal FC,2023-24,35000000.0
Aaron Ramsdale,Arsenal FC,2023-24,25000000.0
Matt Turner,Arsenal FC,2023-24,7000000.0
Karl Hein,Arsenal FC,2023-24,2000000.0
Arthur Okonkwo,Arsenal FC,2023-24,1800000.0
William Saliba,Arsenal FC,2023-24,80000000.0
Gabriel,Arsenal FC,2023-24,70000000.0
Jakub Kiwior,Arsenal FC,2023-24,30000000.0
Rob Holding,Arsenal FC,2023-24,5000000.0
Ayden Heaven,Arsenal FC,2023-24,300000.0
Oleksandr Zinchenko,Arsenal FC,2023-24,38000000.0
Kieran Tierney,Arsenal FC,2023-24,12000000.0
Lino Sousa,Arsenal FC,2023-24,2000000.0
Myles Lewis-Skelly,Arsenal FC,2023-24,2000000.0
Ben White,Arsenal FC,2023-24,55000000.0
Jurriën Timber,Arsenal FC,2023-24,38000000.0
Takehiro Tomiyasu,Arsenal FC,2023-24,35000000.0
Reuell Walters,Arsenal FC,2023-24,4000000.0
Cédric Soares,Arsenal FC,2023-24,2000000.0
James Sweet,Arsenal FC,2023-24,250000.0
Thomas Partey,Arsenal FC,2023-24,18000000.0
Jorginho,Arsenal FC,2023-24,12000000.0
Mohamed Elneny,Arsenal FC,2023-24,3500000.0
Bradley Ibrahim,Arsenal FC,2023-24,400000.0
Declan Rice,Arsenal FC,2023-24,120000000.0
Albert Sambi Lokonga,Arsenal FC,2023-24,15000000.0
Mauro Bandeira,Arsenal FC,2023-24,200000.0
Martin Ødegaard,Arsenal FC,2023-24,110000000.0
Emile Smith Rowe,Arsenal FC,2023-24,22000000.0
Fábio Vieira,Arsenal FC,2023-24,22000000.0
Ethan Nwaneri,Arsenal FC,2023-24,8000000.0
Gabriel Martinelli,Arsenal FC,2023-24,70000000.0
Leandro Trossard,Arsenal FC,2023-24,35000000.0
Reiss Nelson,Arsenal FC,2023-24,15000000.0
Charles Sagoe Jr,Arsenal FC,2023-24,600000.0
Bukayo Saka,Arsenal FC,2023-24,140000000.0
Amario Cozier-Duberry,Arsenal FC,2023-24,2000000.0
Kai Havertz,Arsenal FC,2023-24,70000000.0
Gabriel Jesus,Arsenal FC,2023-24,65000000.0
Eddie Nketiah,Arsenal FC,2023-24,30000000.0
Robert Sánchez,Chelsea FC,2023-24,20000000.0
Djordje Petrovic,Chelsea FC,2023-24,20000000.0
Marcus Bettinelli,Chelsea FC,2023-24,1000000.0
Lucas Bergström,Chelsea FC,2023-24,700000.0
Teddy Sharman-Lowe,Chelsea FC,2023-24,300000.0
Eddie Beach,Chelsea FC,2023-24,250000.0
Max Merrick,Chelsea FC,2023-24,
Ted Curd,Chelsea FC,2023-24,
Levi Colwill,Chelsea FC,2023-24,50000000.0
Axel Disasi,Chelsea FC,2023-24,40000000.0
Benoît Badiashile,Chelsea FC,2023-24,30000000.0
Wesley Fofana,Chelsea FC,2023-24,25000000.0
Trevoh Chalobah,Chelsea FC,2023-24,13000000.0
Bashir Humphreys,Chelsea FC,2023-24,4800000.0
Malang Sarr,Chelsea FC,2023-24,4000000.0
Thiago Silva,Chelsea FC,2023-24,1000000.0
Josh Brooking,Chelsea FC,2023-24,500000.0
Harrison Murray-Campbell,Chelsea FC,2023-24,250000.0
Billy Gee,Chelsea FC,2023-24,
Ian Maatsen,Chelsea FC,2023-24,40000000.0
Ben Chilwell,Chelsea FC,2023-24,28000000.0
Marc Cucurella,Chelsea FC,2023-24,25000000.0
Ishé Samuels-Smith,Chelsea FC,2023-24,500000.0
Zak Sturge,Chelsea FC,2023-24,250000.0
Dylan Williams,Chelsea FC,2023-24,200000.0
Reece James,Chelsea FC,2023-24,40000000.0
Malo Gusto,Chelsea FC,2023-24,35000000.0
Alfie Gilchrist,Chelsea FC,2023-24,5000000.0
Josh Acheampong,Chelsea FC,2023-24,300000.0
Moisés Caicedo,Chelsea FC,2023-24,75000000.0
Roméo Lavia,Chelsea FC,2023-24,35000000.0
Lesley Ugochukwu,Chelsea FC,2023-24,25000000.0
Ollie Harrison,Chelsea FC,2023-24,
Enzo Fernández,Chelsea FC,2023-24,75000000.0
Conor Gallagher,Chelsea FC,2023-24,50000000.0
Andrey Santos,Chelsea FC,2023-24,15000000.0
Carney Chukwuemeka,Chelsea FC,2023-24,15000000.0
Cesare Casadei,Chelsea FC,2023-24,10000000.0
Alex Matos,Chelsea FC,2023-24,1200000.0
Michael Golding,Chelsea FC,2023-24,300000.0
Jimi Tauriainen,Chelsea FC,2023-24,200000.0
Kiano Dyer,Chelsea FC,2023-24,
Diego Moreira,Chelsea FC,2023-24,3000000.0
Leo Castledine,Chelsea FC,2023-24,900000.0
Mykhaylo Mudryk,Chelsea FC,2023-24,35000000.0
Tyrique George,Chelsea FC,2023-24,
Raheem Sterling,Chelsea FC,2023-24,35000000.0
Noni Madueke,Chelsea FC,2023-24,28000000.0
Christopher Nkunku,Chelsea FC,2023-24,65000000.0
Nicolas Jackson,Chelsea FC,2023-24,35000000.0
Armando Broja,Chelsea FC,2023-24,22000000.0
David Datro Fofana,Chelsea FC,2023-24,12000000.0
Deivid Washington,Chelsea FC,2023-24,9000000.0
Mason Burstow,Chelsea FC,2023-24,1800000.0
Ronnie Stutter,Chelsea FC,2023-24,200000.0
Alisson,Liverpool FC,2023-24,28000000.0
Caoimhín Kelleher,Liverpool FC,2023-24,20000000.0
Vitezslav Jaros,Liverpool FC,2023-24,5000000.0
Adrián San Miguel,Liverpool FC,2023-24,600000.0
Marcelo Pitaluga,Liverpool FC,2023-24,300000.0
Fabian Mrozek,Liverpool FC,2023-24,200000.0
Ibrahima Konaté,Liverpool FC,2023-24,45000000.0
Virgil van Dijk,Liverpool FC,2023-24,30000000.0
Joe Gomez,Liverpool FC,2023-24,28000000.0
Jarell Quansah,Liverpool FC,2023-24,22000000.0
Joël Matip,Liverpool FC,2023-24,8000000.0
Nat Phillips,Liverpool FC,2023-24,3500000.0
Rhys Williams,Liverpool FC,2023-24,1800000.0
Luke Chambers,Liverpool FC,2023-24,1500000.0
Amara Nallo,Liverpool FC,2023-24,
Andrew Robertson,Liverpool FC,2023-24,30000000.0
Konstantinos Tsimikas,Liverpool FC,2023-24,22000000.0
Owen Beck,Liverpool FC,2023-24,1250000.0
Calum Scanlon,Liverpool FC,2023-24,700000.0
Trent Alexander-Arnold,Liverpool FC,2023-24,70000000.0
Conor Bradley,Liverpool FC,2023-24,15000000.0
