Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
31,Nedim Bajrami,al ALB,"MF,FW",Sassuolo,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,0.14,0.14,0.27,0.14,0.27,Matches
35,Lameck Banda,zm ZAM,"FW,MF",Lecce,22,2001,21,17,1350,15.0,2,4,6,2,0,0,5,1,0.13,0.27,0.40,0.13,0.40,Matches
37,Mattia Bani,it ITA,DF,Genoa,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,0.08,0.00,0.08,0.08,0.08,Matches
39,Nicolò Barella,it ITA,MF,Inter,26,1997,37,34,2846,31.6,2,3,5,2,0,0,7,0,0.06,0.09,0.16,0.06,0.16,Matches
40,Enzo Barrenechea,ar ARG,MF,Frosinone,22,2001,36,32,2811,31.2,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches
42,Federico Baschirotto,it ITA,DF,Lecce,26,1996,37,37,3294,36.6,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches
43,Toma Bašić,hr CRO,MF,Salernitana,26,1996,15,14,1162,12.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Alessandro Bastoni,it ITA,DF,Inter,24,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,0.04,0.12,0.16,0.04,0.16,Matches
47,Raoul Bellanova,it ITA,MF,Torino,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,0.03,0.21,0.24,0.03,0.24,Matches
48,Andrea Belotti,it ITA,FW,Fiorentina,29,1993,15,11,949,10.5,3,0,3,3,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches
50,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,22,2001,32,21,1692,18.8,6,2,8,5,1,1,6,0,0.32,0.11,0.43,0.27,0.37,Matches
51,Ismaël Bennacer,dz ALG,MF,Milan,25,1997,20,13,1151,12.8,2,2,4,1,1,1,2,0,0.16,0.16,0.31,0.08,0.23,Matches
52,Domenico Berardi,it ITA,"MF,FW",Sassuolo,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,0.57,0.19,0.75,0.25,0.44,Matches
53,Bartosz Bereszyński,pl POL,DF,Empoli,31,1992,24,22,1762,19.6,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches
54,Etrit Berisha,al ALB,GK,Empoli,34,1989,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Victor Bernth Kristiansen,dk DEN,DF,Bologna,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,Matches
59,Sam Beukema,nl NED,DF,Bologna,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,Matches
60,Jaka Bijol,si SVN,DF,Udinese,24,1999,24,23,2084,23.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Cristiano Biraghi,it ITA,DF,Fiorentina,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,0.08,0.19,0.27,0.08,0.27,Matches
64,Samuele Birindelli,it ITA,"MF,DF",Monza,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches
65,Alexis Blin,fr FRA,MF,Lecce,26,1996,31,16,1642,18.2,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
69,Daniel Boloca,ro ROU,MF,Sassuolo,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches
70,Giacomo Bonaventura,it ITA,MF,Fiorentina,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,0.32,0.12,0.43,0.32,0.43,Matches
71,Federico Bonazzoli,it ITA,FW,Hellas Verona,26,1997,24,10,1016,11.3,3,1,4,3,0,0,2,0,0.27,0.09,0.35,0.27,0.35,Matches
72,Warren Bondo,fr FRA,MF,Monza,19,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches
79,Edoardo Bove,it ITA,MF,Roma,21,2002,31,18,1780,19.8,0,2,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
80,Domagoj Bradarić,hr CRO,"MF,DF",Salernitana,23,1999,34,30,2749,30.5,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10,Matches
82,Gleison Bremer,br BRA,DF,Juventus,26,1997,36,36,3233,35.9,3,0,3,3,0,0,9,0,0.08,0.00,0.08,0.08,0.08,Matches
84,Marco Brescianini,it ITA,MF,Frosinone,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,0.16,0.08,0.23,0.16,0.23,Matches
87,Alessandro Buongiorno,it ITA,DF,Torino,24,1999,29,29,2527,28.1,3,0,3,3,0,0,7,0,0.11,0.00,0.11,0.11,0.11,Matches
90,Liberato Cacace,nz NZL,"DF,MF",Empoli,22,2000,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches
91,Jens Cajuste,se SWE,MF,Napoli,23,1999,26,11,1016,11.3,0,2,2,0,0,0,7,0,0.00,0.18,0.18,0.00,0.18,Matches
92,Davide Calabria,it ITA,DF,Milan,26,1996,29,26,2185,24.3,1,3,4,1,0,0,5,2,0.04,0.12,0.16,0.04,0.16,Matches
93,Riccardo Calafiori,it ITA,DF,Bologna,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,0.08,0.19,0.27,0.08,0.27,Matches
95,Luca Caldirola,it ITA,DF,Monza,32,1991,29,23,2141,23.8,1,1,2,1,0,0,7,1,0.04,0.04,0.08,0.04,0.08,Matches
96,Hakan Çalhanoğlu,tr TUR,MF,Inter,29,1994,32,32,2556,28.4,13,3,16,3,10,10,5,0,0.46,0.11,0.56,0.11,0.21,Matches
98,Nicolò Cambiaghi,it ITA,"FW,MF",Empoli,22,2000,37,29,2553,28.4,1,1,2,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
99,Andrea Cambiaso,it ITA,MF,Juventus,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,0.08,0.11,0.19,0.08,0.19,Matches
100,Matteo Cancellieri,it ITA,"FW,MF",Empoli,21,2002,36,18,1788,19.9,4,3,7,4,0,0,7,0,0.20,0.15,0.35,0.20,0.35,Matches
101,Antonio Candreva,it ITA,MF,Salernitana,36,1987,34,32,2750,30.6,6,6,12,5,1,1,5,0,0.20,0.20,0.39,0.16,0.36,Matches
104,Elia Caprile,it ITA,GK,Empoli,21,2001,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Francesco Caputo,it ITA,FW,Empoli,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,0.21,0.00,0.21,0.14,0.14,Matches
106,Andrea Carboni,it ITA,DF,Monza,22,2001,21,16,1487,16.5,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
107,Valentin Carboni,ar ARG,MF,Monza,18,2005,31,10,1169,13.0,2,3,5,2,0,0,2,0,0.15,0.23,0.38,0.15,0.38,Matches
108,Marco Carnesecchi,it ITA,GK,Atalanta,23,2000,27,27,2425,26.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Nicolò Casale,it ITA,DF,Lazio,25,1998,20,16,1559,17.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Valentín Castellanos,ar ARG,FW,Lazio,24,1998,35,16,1682,18.7,4,3,7,4,0,0,2,0,0.21,0.16,0.37,0.21,0.37,Matches
115,Danilo Cataldi,it ITA,MF,Lazio,28,1994,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches
123,Walid Cheddira,ma MAR,FW,Frosinone,25,1998,36,24,2120,23.6,7,1,8,6,1,1,0,0,0.30,0.04,0.34,0.25,0.30,Matches
124,Federico Chiesa,it ITA,FW,Juventus,25,1997,33,25,2197,24.4,9,2,11,8,1,1,1,0,0.37,0.08,0.45,0.33,0.41,Matches
126,Samuel Chukwueze,ng NGA,"MF,FW",Milan,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,0.09,0.27,0.35,0.09,0.35,Matches
130,Patrick Ciurria,it ITA,MF,Monza,28,1995,22,18,1598,17.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
131,Lorenzo Colombo,it ITA,FW,Monza,21,2002,25,16,1359,15.1,4,1,5,4,0,0,3,0,0.26,0.07,0.33,0.26,0.33,Matches
132,Andrea Colpani,it ITA,MF,Monza,24,1999,38,36,2657,29.5,8,4,12,8,0,0,1,0,0.27,0.14,0.41,0.27,0.41,Matches
134,Andrea Consigli,it ITA,GK,Sassuolo,36,1987,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Diego Coppola,it ITA,DF,Hellas Verona,19,2003,24,18,1634,18.2,2,0,2,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11,Matches
141,Benoît Costil,fr FRA,GK,Salernitana,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Lassana Coulibaly,ml MLI,MF,Salernitana,27,1996,28,25,2082,23.1,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
145,Bryan Cristante,it ITA,MF,Roma,28,1995,37,37,3289,36.5,3,4,7,3,0,0,8,0,0.08,0.11,0.19,0.08,0.19,Matches
149,Danilo D'Ambrosio,it ITA,DF,Monza,34,1988,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
151,Danilo,br BRA,DF,Juventus,32,1991,29,27,2452,27.2,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches
152,Matteo Darmian,it ITA,"MF,DF",Inter,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,Matches
153,Juan David Cabal,co COL,DF,Hellas Verona,22,2001,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Paweł Dawidowicz,pl POL,DF,Hellas Verona,28,1995,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,22,2001,35,25,2026,22.5,10,8,18,9,1,1,1,0,0.44,0.36,0.80,0.40,0.76,Matches
159,Koni De Winter,be BEL,DF,Genoa,21,2002,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,Matches
161,Alessandro Deiola,it ITA,MF,Cagliari,27,1995,27,19,1608,17.9,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches
168,Michele Di Gregorio,it ITA,GK,Monza,26,1997,33,33,2872,31.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Giovanni Di Lorenzo,it ITA,DF,Napoli,29,1993,36,36,3234,35.9,1,6,7,1,0,0,6,0,0.03,0.17,0.19,0.03,0.19,Matches
171,Boulaye Dia,sn SEN,"FW,MF",Salernitana,26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,0.31,0.00,0.31,0.24,0.24,Matches
172,Federico Dimarco,it ITA,MF,Inter,25,1997,30,29,2077,23.1,5,6,11,5,0,0,0,0,0.22,0.26,0.48,0.22,0.48,Matches
175,Berat Djimsiti,al ALB,DF,Atalanta,30,1993,37,32,2832,31.5,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
178,Josh Doig,sct SCO,"DF,MF",Sassuolo,21,2002,16,15,1343,14.9,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches
181,Patrick Dorgu,dk DEN,"MF,DF",Lecce,18,2004,32,17,1564,17.4,2,0,2,2,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches
182,Alberto Dossena,it ITA,DF,Cagliari,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches
183,Radu Drăgușin,ro ROU,DF,Genoa,21,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,Matches
184,Ondrej Duda,sk SVK,MF,Hellas Verona,28,1994,32,29,2456,27.3,1,4,5,1,0,1,14,2,0.04,0.15,0.18,0.04,0.18,Matches
185,Denzel Dumfries,nl NED,MF,Inter,27,1996,31,19,1639,18.2,4,4,8,4,0,0,2,1,0.22,0.22,0.44,0.22,0.44,Matches
186,Alfred Duncan,gh GHA,MF,Fiorentina,30,1993,30,24,1888,21.0,2,5,7,2,0,0,2,0,0.10,0.24,0.33,0.10,0.33,Matches
187,Paulo Dybala,ar ARG,"FW,MF",Roma,29,1993,28,25,1959,21.8,13,9,22,6,7,7,3,0,0.60,0.41,1.01,0.28,0.69,Matches
188,Festy Ebosele,ie IRL,MF,Udinese,20,2002,31,20,1700,18.9,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
190,Tyronne Ebuehi,ng NGA,DF,Empoli,27,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,Matches
191,Éderson,br BRA,MF,Atalanta,24,1999,36,32,2869,31.9,6,1,7,6,0,0,8,0,0.19,0.03,0.22,0.19,0.22,Matches
192,Kingsley Ehizibue,nl NED,MF,Udinese,28,1995,23,11,955,10.6,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
194,Caleb Ekuban,gh GHA,FW,Genoa,29,1994,29,10,1131,12.6,4,1,5,4,0,0,0,0,0.32,0.08,0.40,0.32,0.40,Matches
196,Martin Erlic,hr CRO,DF,Sassuolo,25,1998,32,31,2618,29.1,1,0,1,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches
197,Giovanni Fabbian,it ITA,MF,Bologna,20,2003,27,11,1057,11.7,5,2,7,5,0,0,4,0,0.43,0.17,0.60,0.43,0.60,Matches
199,Wladimiro Falcone,it ITA,GK,Lecce,28,1995,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Federico Fazio,ar ARG,DF,Salernitana,36,1987,17,15,1355,15.1,1,0,1,1,0,0,3,1,0.07,0.00,0.07,0.07,0.07,Matches
203,Jacopo Fazzini,it ITA,MF,Empoli,20,2003,31,14,1232,13.7,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches
204,Lewis Ferguson,sct SCO,MF,Bologna,23,1999,31,31,2712,30.1,6,3,9,6,0,0,8,0,0.20,0.10,0.30,0.20,0.30,Matches
206,João Ferreira,pt POR,"DF,MF",Udinese,22,2001,35,18,1822,20.2,0,1,1,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,Matches
209,Alessandro Florenzi,it ITA,"DF,MF",Milan,32,1991,31,19,1732,19.2,1,4,5,1,0,0,5,0,0.05,0.21,0.26,0.05,0.26,Matches
210,Michael Folorunsho,it ITA,MF,Hellas Verona,25,1998,34,33,2781,30.9,5,1,6,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,Matches
211,Davide Frattesi,it ITA,MF,Inter,23,1999,32,6,955,10.6,6,3,9,6,0,0,1,0,0.57,0.28,0.85,0.57,0.85,Matches
212,Morten Frendrup,dk DEN,MF,Genoa,22,2001,37,36,3145,34.9,2,5,7,2,0,0,6,0,0.06,0.14,0.20,0.06,0.20,Matches
213,Remo Freuler,ch SUI,MF,Bologna,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,Matches
215,Matteo Gabbia,it ITA,DF,Milan,23,1999,18,14,1275,14.2,2,1,3,2,0,0,5,0,0.14,0.07,0.21,0.14,0.21,Matches
218,Roberto Gagliardini,it ITA,"MF,DF",Monza,29,1994,33,29,2360,26.2,1,2,3,1,0,0,5,0,0.04,0.08,0.11,0.04,0.11,Matches
220,Antonino Gallo,it ITA,DF,Lecce,23,2000,35,30,2490,27.7,0,3,3,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
222,Federico Gatti,it ITA,DF,Juventus,25,1998,32,30,2637,29.3,4,0,4,4,0,0,7,0,0.14,0.00,0.14,0.14,0.14,Matches
223,Francesco Gelli,it ITA,"MF,DF",Frosinone,26,1996,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Valentin Gendrey,fr FRA,DF,Lecce,23,2000,37,35,3044,33.8,2,3,5,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,Matches
228,Mario Gila,es ESP,DF,Lazio,22,2000,21,21,1809,20.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
230,Olivier Giroud,fr FRA,FW,Milan,36,1986,35,28,2363,26.3,15,8,23,11,4,5,1,1,0.57,0.30,0.88,0.42,0.72,Matches
231,Edoardo Goldaniga,it ITA,DF,Cagliari,29,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Joan Gonzàlez,es ESP,MF,Lecce,21,2002,29,13,1291,14.3,1,1,2,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,Matches
236,Nicolás González,ar ARG,MF,Fiorentina,25,1998,29,21,1913,21.3,12,2,14,11,1,3,1,0,0.56,0.09,0.66,0.52,0.61,Matches
237,Alberto Grassi,it ITA,MF,Empoli,28,1995,27,22,1807,20.1,0,1,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,Matches
238,Mattéo Guendouzi,fr FRA,MF,Lazio,24,1999,33,27,2367,26.3,2,3,5,2,0,0,3,1,0.08,0.11,0.19,0.08,0.19,Matches
240,Albert Guðmundsson,is ISL,"FW,MF",Genoa,26,1997,35,34,3016,33.5,14,4,18,10,4,5,4,0,0.42,0.12,0.54,0.30,0.42,Matches
241,Emmanuel Gyasi,gh GHA,MF,Empoli,29,1994,33,21,1879,20.9,1,2,3,1,0,0,8,0,0.05,0.10,0.14,0.05,0.14,Matches
242,Norbert Gyömbér,sk SVK,DF,Salernitana,31,1992,22,20,1760,19.6,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Abdou Harroui,nl NED,MF,Frosinone,25,1998,18,13,1019,11.3,3,3,6,2,1,1,2,0,0.26,0.26,0.53,0.18,0.44,Matches
246,Hans Hateboer,nl NED,MF,Atalanta,29,1994,23,10,1113,12.4,0,1,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
250,Matheus Henrique,br BRA,MF,Sassuolo,25,1997,31,27,2501,27.8,2,2,4,2,0,0,8,1,0.07,0.07,0.14,0.07,0.14,Matches
252,Theo Hernández,fr FRA,DF,Milan,25,1997,32,31,2791,31.0,5,4,9,4,1,2,11,1,0.16,0.13,0.29,0.13,0.26,Matches
254,Isak Hien,se SWE,DF,Atalanta,24,1999,16,9,937,10.4,0,1,1,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
255,Emil Holm,se SWE,MF,Atalanta,23,2000,22,12,947,10.5,1,1,2,1,0,0,5,0,0.10,0.10,0.19,0.10,0.19,Matches
256,Martin Hongla,cm CMR,MF,Hellas Verona,25,1998,15,12,1084,12.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
260,Elseid Hysaj,al ALB,DF,Lazio,29,1994,22,11,1199,13.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Jonathan Ikone,fr FRA,MF,Fiorentina,25,1998,28,18,1682,18.7,3,1,4,3,0,0,5,0,0.16,0.05,0.21,0.16,0.21,Matches
263,Chukwubuikem Ikwuemesi,ng NGA,FW,Salernitana,21,2001,25,11,1061,11.8,1,1,2,1,0,0,2,0,0.08,0.08,0.17,0.08,0.17,Matches
264,Ivan Ilić,rs SRB,MF,Torino,22,2001,31,25,2098,23.3,3,2,5,3,0,0,3,0,0.13,0.09,0.21,0.13,0.21,Matches
266,Ciro Immobile,it ITA,FW,Lazio,33,1990,31,21,1652,18.4,7,1,8,3,4,4,8,0,0.38,0.05,0.44,0.16,0.22,Matches
268,Gustav Isaksen,dk DEN,"FW,MF",Lazio,22,2001,28,12,1074,11.9,3,1,4,3,0,0,3,0,0.25,0.08,0.34,0.25,0.34,Matches
269,Ardian Ismajli,al ALB,DF,Empoli,26,1996,26,23,2045,22.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Armando Izzo,it ITA,DF,Monza,31,1992,23,20,1650,18.3,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
273,Juan Jesus,br BRA,DF,Napoli,32,1991,24,23,2116,23.5,1,0,1,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
278,Mohamed Kaba,fr FRA,MF,Lecce,21,2001,23,15,1378,15.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
282,Daichi Kamada,jp JPN,MF,Lazio,26,1996,29,17,1544,17.2,2,2,4,2,0,0,3,0,0.12,0.12,0.23,0.12,0.23,Matches
283,Hassane Kamara,ci CIV,MF,Udinese,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
286,Rick Karsdorp,nl NED,"MF,DF",Roma,28,1995,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
287,Grigoris Kastanos,cy CYP,MF,Salernitana,25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,0.18,0.18,0.36,0.18,0.36,Matches
288,Michael Kayode,it ITA,DF,Fiorentina,19,2004,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches
290,Simon Kjær,dk DEN,DF,Milan,34,1989,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
292,Sead Kolašinac,ba BIH,DF,Atalanta,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,0.04,0.00,0.04,0.04,0.04,Matches
293,Teun Koopmeiners,nl NED,MF,Atalanta,25,1998,34,29,2627,29.2,12,5,17,10,2,2,5,0,0.41,0.17,0.58,0.34,0.51,Matches
294,Filip Kostić,rs SRB,MF,Juventus,30,1992,29,26,1815,20.2,0,4,4,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,Matches
295,Christian Kouamé,ci CIV,MF,Fiorentina,25,1997,23,11,1089,12.1,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
297,Rasmus Kristensen,dk DEN,"MF,DF",Roma,26,1997,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,Matches
298,Thomas Kristensen,dk DEN,DF,Udinese,21,2002,26,23,2096,23.3,0,1,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,Matches
299,Nikola Krstović,me MNE,FW,Lecce,23,2000,35,30,2373,26.4,7,1,8,6,1,3,4,1,0.27,0.04,0.30,0.23,0.27,Matches
304,Khvicha Kvaratskhelia,ge GEO,FW,Napoli,22,2001,34,32,2737,30.4,11,6,17,11,0,0,8,0,0.36,0.20,0.56,0.36,0.56,Matches
306,Giorgos Kyriakopoulos,gr GRE,"MF,DF",Monza,27,1996,28,20,1712,19.0,0,3,3,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,Matches
307,Gianluca Lapadula,pe PER,FW,Cagliari,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,0.22,0.07,0.30,0.15,0.22,Matches
308,Armand Lauriente,fr FRA,"MF,FW",Sassuolo,24,1998,37,35,2908,32.3,5,4,9,5,0,0,5,0,0.15,0.12,0.28,0.15,0.28,Matches
309,Valentino Lazaro,at AUT,MF,Torino,27,1996,35,21,1994,22.2,0,4,4,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches
310,Darko Lazović,rs SRB,MF,Hellas Verona,32,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,0.14,0.09,0.23,0.09,0.19,Matches
311,Manuel Lazzari,it ITA,"DF,MF",Lazio,29,1993,24,19,1671,18.6,0,2,2,0,0,0,4,1,0.00,0.11,0.11,0.00,0.11,Matches
313,Rafael Leão,pt POR,"MF,FW",Milan,24,1999,34,29,2512,27.9,9,9,18,9,0,0,5,0,0.32,0.32,0.64,0.32,0.64,Matches
315,Karol Linetty,pl POL,MF,Torino,28,1995,28,19,1858,20.6,0,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Pol Lirola,es ESP,"DF,MF",Frosinone,25,1997,25,18,1536,17.1,2,1,3,2,0,0,1,0,0.12,0.06,0.18,0.12,0.18,Matches
319,Diego Llorente,es ESP,DF,Roma,29,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
320,Stanislav Lobotka,sk SVK,MF,Napoli,28,1994,38,38,3282,36.5,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
321,Manuel Locatelli,it ITA,MF,Juventus,25,1998,36,34,3008,33.4,1,4,5,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15,Matches
