Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Matches
503,Umar Sadiq,ng NGA,FW,Real Sociedad,26,1997,12.0,,,,,,,,,,,,,,,,,Matches
504,Pablo Saenz,es ESP,MF,Granada,22,2001,0.2,,,,,,,,,,,,,,,,,Matches
505,Kike Salas,es ESP,DF,Sevilla,21,2002,17.8,,,,,,,,,,,,,,,,,Matches
506,Salvi,es ESP,MF,Rayo Vallecano,32,1991,0.3,,,,,,,,,,,,,,,,,Matches
507,Diadie Samassékou,ml MLI,MF,Cádiz,27,1996,1.0,,,,,,,,,,,,,,,,,Matches
508,Fede San Emeterio,es ESP,MF,Cádiz,26,1997,1.7,,,,,,,,,,,,,,,,,Matches
509,Oihan Sancet,es ESP,MF,Athletic Club,23,2000,21.9,,,,,,,,,,,,,,,,,Matches
510,Ricard Sánchez,es ESP,DF,Granada,23,2000,25.5,,,,,,,,,,,,,,,,,Matches
511,Antonio Sánchez,es ESP,MF,Mallorca,26,1997,16.1,,,,,,,,,,,,,,,,,Matches
512,Juanlu Sánchez,es ESP,"DF,MF",Sevilla,19,2003,13.1,,,,,,,,,,,,,,,,,Matches
513,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,22,2000,19.7,,,,,,,,,,,,,,,,,Matches
514,Yellu Santiago,es ESP,MF,Getafe,19,2004,7.3,,,,,,,,,,,,,,,,,Matches
515,Paco Sanz,es ESP,DF,Almería,18,2004,0.3,,,,,,,,,,,,,,,,,Matches
516,Stefan Savić,me MNE,DF,Atlético Madrid,32,1991,18.1,,,,,,,,,,,,,,,,,Matches
517,Sávio,br BRA,"MF,FW",Girona,19,2004,33.1,,,,,,,,,,,,,,,,,Matches
518,Aleksandar Sedlar,rs SRB,DF,Alavés,31,1991,10.5,,,,,,,,,,,,,,,,,Matches
519,André Silva,pt POR,FW,Real Sociedad,27,1995,8.1,,,,,,,,,,,,,,,,,Matches
520,Rui Silva,pt POR,GK,Real Betis,29,1994,27.5,,,,,,,,,,,,,,,,,Matches
521,Giuliano Simeone,ar ARG,MF,Alavés,20,2002,7.0,,,,,,,,,,,,,,,,,Matches
522,Unai Simón,es ESP,GK,Athletic Club,26,1997,35.4,,,,,,,,,,,,,,,,,Matches
523,Daley Sinkgraven,nl NED,DF,Las Palmas,28,1995,4.2,,,,,,,,,,,,,,,,,Matches
524,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,27,1995,10.0,,,,,,,,,,,,,,,,,Matches
525,Antonio Sivera,es ESP,GK,Alavés,26,1996,34.0,,,,,,,,,,,,,,,,,Matches
526,Rubén Sobrino,es ESP,"MF,FW",Cádiz,31,1992,18.3,,,,,,,,,,,,,,,,,Matches
527,Alex Sola,es ESP,"DF,MF",Real Sociedad,24,1999,0.3,,,,,,,,,,,,,,,,,Matches
528,Alex Sola,es ESP,MF,Alavés,24,1999,14.0,,,,,,,,,,,,,,,,,Matches
529,Jhon Solis,co COL,MF,Girona,18,2004,4.3,,,,,,,,,,,,,,,,,Matches
530,David Soria,es ESP,GK,Getafe,30,1993,37.9,,,,,,,,,,,,,,,,,Matches
531,Alberto Soro,es ESP,"FW,MF",Granada,24,1999,0.1,,,,,,,,,,,,,,,,,Matches
532,Hugo Sotelo,es ESP,MF,Celta Vigo,19,2003,8.0,,,,,,,,,,,,,,,,,Matches
533,Boubakary Soumaré,fr FRA,MF,Sevilla,24,1999,25.4,,,,,,,,,,,,,,,,,Matches
534,Djibril Sow,ch SUI,MF,Sevilla,26,1997,16.2,,,,,,,,,,,,,,,,,Matches
535,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,27,1996,1.3,,,,,,,,,,,,,,,,,Matches
536,Carl Starfelt,se SWE,DF,Celta Vigo,28,1995,24.6,,,,,,,,,,,,,,,,,Matches
537,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23,2000,31.8,,,,,,,,,,,,,,,,,Matches
538,Cristhian Stuani,uy URU,FW,Girona,36,1986,8.9,,,,,,,,,,,,,,,,,Matches
539,Álex Suárez,es ESP,DF,Las Palmas,30,1993,28.5,,,,,,,,,,,,,,,,,Matches
540,Damián Suárez,uy URU,DF,Getafe,35,1988,14.4,,,,,,,,,,,,,,,,,Matches
541,Denis Suárez,es ESP,MF,Villarreal,29,1994,1.5,,,,,,,,,,,,,,,,,Matches
542,Suso,es ESP,MF,Sevilla,29,1993,16.9,,,,,,,,,,,,,,,,,Matches
543,Max Svensson,es ESP,FW,Osasuna,21,2001,0.0,,,,,,,,,,,,,,,,,Matches
544,Williot Swedberg,se SWE,FW,Celta Vigo,19,2004,4.9,,,,,,,,,,,,,,,,,Matches
545,Mamadou Sylla,sn SEN,FW,Alavés,29,1994,0.2,,,,,,,,,,,,,,,,,Matches
546,Alexander Sørloth,no NOR,FW,Villarreal,27,1995,27.7,,,,,,,,,,,,,,,,,Matches
547,Yassin Tallal,es ESP,MF,Getafe,18,2005,0.0,,,,,,,,,,,,,,,,,Matches
548,Renato Tapia,pe PER,"MF,DF",Celta Vigo,28,1995,14.9,,,,,,,,,,,,,,,,,Matches
549,César Tárrega,es ESP,DF,Valencia,21,2002,0.1,,,,,,,,,,,,,,,,,Matches
550,Marciano Tchami,gw GNB,FW,Almería,19,2004,0.5,,,,,,,,,,,,,,,,,Matches
551,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,23,2000,22.1,,,,,,,,,,,,,,,,,Matches
552,Nahuel Tenaglia,ar ARG,DF,Alavés,27,1996,12.7,,,,,,,,,,,,,,,,,Matches
553,Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,28.0,,,,,,,,,,,,,,,,,Matches
554,Ramón Terrats,es ESP,MF,Villarreal,22,2000,8.7,,,,,,,,,,,,,,,,,Matches
555,Kieran Tierney,sct SCO,DF,Real Sociedad,26,1997,13.8,,,,,,,,,,,,,,,,,Matches
556,Raúl de Tomás,es ESP,FW,Rayo Vallecano,28,1994,14.1,,,,,,,,,,,,,,,,,Matches
557,Pablo Torre,es ESP,MF,Girona,20,2003,7.8,,,,,,,,,,,,,,,,,Matches
558,Raúl Torrente,es ESP,DF,Granada,21,2001,13.9,,,,,,,,,,,,,,,,,Matches
559,Ferrán Torres,es ESP,FW,Barcelona,23,2000,13.5,,,,,,,,,,,,,,,,,Matches
560,Óliver Torres,es ESP,MF,Sevilla,28,1994,18.0,,,,,,,,,,,,,,,,,Matches
561,Lucas Torró,es ESP,MF,Osasuna,29,1994,19.9,,,,,,,,,,,,,,,,,Matches
562,Bertrand Traoré,bf BFA,MF,Villarreal,27,1995,6.3,,,,,,,,,,,,,,,,,Matches
563,Hamari Traoré,ml MLI,DF,Real Sociedad,31,1992,25.5,,,,,,,,,,,,,,,,,Matches
564,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,35,1988,15.3,,,,,,,,,,,,,,,,,Matches
565,Manu Trigueros,es ESP,MF,Villarreal,31,1991,3.4,,,,,,,,,,,,,,,,,Matches
566,Viktor Tsyhankov,ua UKR,MF,Girona,25,1997,22.8,,,,,,,,,,,,,,,,,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,21,2002,18.7,,,,,,,,,,,,,,,,,Matches
568,Enes Ünal,tr TUR,FW,Getafe,26,1997,1.6,,,,,,,,,,,,,,,,,Matches
569,Myrto Uzuni,al ALB,"FW,MF",Granada,28,1995,27.2,,,,,,,,,,,,,,,,,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,28,1994,29.9,,,,,,,,,,,,,,,,,Matches
571,Martin Valjent,sk SVK,DF,Mallorca,27,1995,26.1,,,,,,,,,,,,,,,,,Matches
572,Jesús Vallejo,es ESP,DF,Granada,26,1997,1.2,,,,,,,,,,,,,,,,,Matches
573,Álvaro Vallés,es ESP,GK,Las Palmas,26,1997,36.3,,,,,,,,,,,,,,,,,Matches
574,Federico Valverde,uy URU,MF,Real Madrid,25,1998,32.3,,,,,,,,,,,,,,,,,Matches
575,Siebe Van Der Heyden,be BEL,DF,Mallorca,25,1998,3.2,,,,,,,,,,,,,,,,,Matches
576,José Luis García Vayá,es ESP,MF,Valencia,24,1998,36.7,,,,,,,,,,,,,,,,,Matches
577,Borja Vázquez,es ESP,FW,Cádiz,18,2005,0.0,,,,,,,,,,,,,,,,,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,20,2003,8.0,,,,,,,,,,,,,,,,,Matches
579,Kevin Vázquez,es ESP,DF,Celta Vigo,30,1993,7.8,,,,,,,,,,,,,,,,,Matches
580,Lucas Vázquez,es ESP,DF,Real Madrid,32,1991,15.8,,,,,,,,,,,,,,,,,Matches
581,Gabriel Veiga,es ESP,MF,Celta Vigo,21,2002,0.2,,,,,,,,,,,,,,,,,Matches
582,Alejo Véliz,ar ARG,FW,Sevilla,19,2003,0.4,,,,,,,,,,,,,,,,,Matches
583,Arthur Vermeeren,be BEL,MF,Atlético Madrid,18,2005,1.8,,,,,,,,,,,,,,,,,Matches
584,Mikel Vesga,es ESP,MF,Athletic Club,30,1993,17.0,,,,,,,,,,,,,,,,,Matches
585,Carlos Vicente,es ESP,MF,Alavés,24,1999,12.4,,,,,,,,,,,,,,,,,Matches
586,Nacho Vidal,es ESP,DF,Osasuna,28,1995,1.1,,,,,,,,,,,,,,,,,Matches
587,Nacho Vidal,es ESP,DF,Mallorca,28,1995,4.6,,,,,,,,,,,,,,,,,Matches
588,Fran Vieites,es ESP,GK,Real Betis,24,1999,3.5,,,,,,,,,,,,,,,,,Matches
589,Jonathan Viera,es ESP,"MF,FW",Las Palmas,33,1989,6.9,,,,,,,,,,,,,,,,,Matches
590,Jonathan Viera,es ESP,MF,Almería,33,1989,10.1,,,,,,,,,,,,,,,,,Matches
591,Toni Villa,es ESP,MF,Girona,28,1995,0.1,,,,,,,,,,,,,,,,,Matches
592,Asier Villalibre,es ESP,FW,Athletic Club,25,1997,5.7,,,,,,,,,,,,,,,,,Matches
593,Gonzalo Villar,es ESP,MF,Granada,25,1998,20.0,,,,,,,,,,,,,,,,,Matches
594,Iván Villar,es ESP,GK,Celta Vigo,26,1997,11.3,,,,,,,,,,,,,,,,,Matches
595,Ricardo Visus,es ESP,DF,Real Betis,22,2001,1.8,,,,,,,,,,,,,,,,,Matches
596,Daniel Vivian,es ESP,DF,Athletic Club,24,1999,32.0,,,,,,,,,,,,,,,,,Matches
597,Shon Weissman,il ISR,FW,Granada,27,1996,0.9,,,,,,,,,,,,,,,,,Matches
598,Iñaki Williams,gh GHA,MF,Athletic Club,29,1994,31.6,,,,,,,,,,,,,,,,,Matches
599,Nico Williams,es ESP,MF,Athletic Club,21,2002,25.1,,,,,,,,,,,,,,,,,Matches
600,Axel Witsel,be BEL,DF,Atlético Madrid,34,1989,30.9,,,,,,,,,,,,,,,,,Matches
601,Xeber,es ESP,"MF,FW",Alavés,26,1997,3.4,,,,,,,,,,,,,,,,,Matches
602,Antal Yaakobishvili,hu HUN,DF,Girona,19,2004,0.7,,,,,,,,,,,,,,,,,Matches
603,Lamine Yamal,es ESP,"FW,MF",Barcelona,16,2007,24.5,,,,,,,,,,,,,,,,,Matches
604,Roman Yaremchuk,ua UKR,FW,Valencia,27,1995,10.3,,,,,,,,,,,,,,,,,Matches
605,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,20,2003,13.6,,,,,,,,,,,,,,,,,Matches
606,Joseba Zaldúa,es ESP,"DF,MF",Cádiz,31,1992,7.8,,,,,,,,,,,,,,,,,Matches
607,Bryan Zaragoza,es ESP,"MF,FW",Granada,21,2001,18.2,,,,,,,,,,,,,,,,,Matches
608,Igor Zubeldia,es ESP,DF,Real Sociedad,26,1997,28.0,,,,,,,,,,,,,,,,,Matches
609,Martín Zubimendi,es ESP,MF,Real Sociedad,24,1999,29.5,,,,,,,,,,,,,,,,,Matches
