Player,Squad,Pos,Min,xG,xA,season
Álvaro García,Rayo Vallecano,FW,2537.0,7.1121873166412115,3.6980624217540026,2023-24
Abdón Prats,Mallorca,FW,1218.0,4.045267624780536,2.3391423150897026,2023-24
Raphinha,Barcelona,FW,1385.0,7.7319870218634605,6.221527995541692,2023-24
Raul García,Osasuna,FW,1328.0,5.832890957593918,1.2678657453507185,2023-24
Luis Suárez,Almeria,FW,922.0,5.410993490368128,0.6992363482713699,2023-24
Bryan Zaragoza,Granada,FW,1651.0,3.4969893489032984,3.2957579903304577,2023-24
Kirian Rodríguez,Las Palmas,MF,3232.0,1.8378973649814725,1.9102027527987957,2023-24
Arda Güler,Real Madrid,FW,365.0,1.991128913126886,0.1776059940457344,2023-24
Ilkay Gündogan,Barcelona,MF,3014.0,7.261162165552378,10.576679192483425,2023-24
Memphis Depay,Atletico Madrid,FW,870.0,6.286115247756243,2.1676864326000214,2023-24
Mikel Merino,Real Sociedad,MF,2476.0,3.8174224365502596,2.5781697425991297,2023-24
Dodi Lukebakio,Sevilla,FW,1122.0,6.540482584387064,0.6361335068941116,2023-24
Brais Méndez,Real Sociedad,FW,2435.0,4.253141248598695,5.089708650484681,2023-24
Chris Ramos,Cadiz,FW,2752.0,10.751682560890913,1.7786291632801294,2023-24
Jaime Mata,Getafe,FW,1891.0,5.709469351917505,1.5407152902334929,2023-24
Yangel Herrera,Girona,DF,2164.0,6.0530829429626465,2.1153405918739736,2023-24
Iván Martín,Girona,FW,2801.0,3.2572554741054773,3.426012462005019,2023-24
Luis Rioja,Alaves,FW,2576.0,5.841826934367418,5.503333631902933,2023-24
Eric Garcia,"Barcelona,Girona",DF,2700.0,3.5638513937592506,0.3726290613412857,2023-24
Nico Williams,Athletic Club,MF,2336.0,6.556464571505785,7.37903618440032,2023-24
Williot Swedberg,Celta Vigo,FW,421.0,2.655545361340046,0.21273024752736092,2023-24
Lamine Yamal,Barcelona,FW,2186.0,5.792876272462308,6.7015321627259254,2023-24
Lucas Ocampos,Sevilla,FW,2934.0,6.91489348327741,5.845869053155184,2023-24
Daniel Carvajal,Real Madrid,DF,2191.0,2.5843210201710463,2.846800524741411,2023-24
Darwin Machís,Cadiz,MF,789.0,1.6609838381409645,0.7223969530314207,2023-24
Marc Cardona,Las Palmas,FW,692.0,3.4303562538698316,1.046162724494934,2023-24
Nemanja Maksimovic,Getafe,FW,3381.0,5.083175158128142,1.093019516672939,2023-24
Rubén Alcaraz,Cadiz,MF,3256.0,3.218607753980905,1.4706367831677198,2023-24
Ander Barrenetxea,Real Sociedad,FW,1459.0,4.389514604583383,1.0995194213464856,2023-24
Martín Zubimendi,Real Sociedad,MF,2647.0,2.6000347044318914,1.4402537755668163,2023-24
Oihan Sancet,Athletic Club,MF,2041.0,7.619544181972742,5.002125304192305,2023-24
Pedri,Barcelona,FW,1482.0,3.1283660791814327,4.8382852748036385,2023-24
Isi Palazón,Rayo Vallecano,FW,2854.0,6.335625420324504,2.2257266398519278,2023-24
Javier Guerra,Valencia,FW,2512.0,2.65656166523695,1.3363869152963161,2023-24
Samuel Lino,Atletico Madrid,DF,2109.0,6.0498463828116655,5.474011484533548,2023-24
Iker Muñoz,Osasuna,MF,1857.0,1.4409738574177027,0.12078124517574906,2023-24
Isaac Romero,Sevilla,FW,1079.0,9.279214672744274,2.405117738991976,2023-24
Juanmi,Cadiz,FW,902.0,2.3942705281078815,1.3814822752028704,2023-24
Aleix García,Girona,MF,3211.0,1.654544435441494,6.332581764552742,2023-24
Rodrigo de Paul,Atletico Madrid,MF,2138.0,2.4136575758457184,5.956038564443588,2023-24
Umar Sadiq,Real Sociedad,FW,1084.0,4.327728940173984,1.3044183999300003,2023-24
David López,Girona,DF,2004.0,2.560835152864456,0.17799224704504013,2023-24
Sergi Roberto,Barcelona,DF,861.0,1.7566438242793083,0.92743831127882,2023-24
Munir,Las Palmas,FW,2529.0,5.857398867607117,1.977289479225874,2023-24
Adrián Embarba,Almeria,FW,2525.0,4.703754590824246,4.46298486366868,2023-24
Rubén García,Osasuna,FW,1565.0,2.8549397652968764,3.8173990715295076,2023-24
Moi Gómez,Osasuna,FW,2034.0,2.794319991953671,1.1854128642007709,2023-24
Yuri,Athletic Club,DF,1927.0,0.930156422778964,2.338234329596162,2023-24
Sergio Ramos,Sevilla,DF,2520.0,2.3632020680233836,0.11446426436305046,2023-24
Lucas Vázquez,Real Madrid,DF,1385.0,1.4752543810755014,5.109131463803351,2023-24
Pablo Fornals,Real Betis,MF,1180.0,2.7575502321124077,2.4938491079956293,2023-24
Daniel Parejo,Villarreal,MF,2602.0,2.7543703578412533,3.7632319228723645,2023-24
Raíllo,Mallorca,DF,2200.0,1.0896789133548737,1.9462018422782421,2023-24
Jonathan Bamba,Celta Vigo,FW,2024.0,3.7532255817204714,4.27307846210897,2023-24
Florian Lejeune,Rayo Vallecano,DF,3330.0,2.7786948457360268,1.1222076853737235,2023-24
Kike García,Alaves,FW,1422.0,10.353893613442779,1.8036036575213075,2023-24
Mikel Vesga,Athletic Club,MF,1529.0,2.68631455861032,1.3270403016358614,2023-24
Jon Guridi,Alaves,FW,2758.0,4.945392818190157,4.210919074714184,2023-24
Gonçalo Guedes,Villarreal,FW,947.0,2.451155014336109,1.9316470362246037,2023-24
André Silva,Real Sociedad,FW,717.0,2.9928668327629566,0.3096608091145754,2023-24
Anthony Lozano,"Almeria,Getafe",FW,844.0,4.719658374786377,0.9141268488019705,2023-24
Aurelien Tchouameni,Real Madrid,DF,1989.0,1.1284832786768675,1.016305934637785,2023-24
Sergio Camello,Rayo Vallecano,FW,1686.0,4.553138293325901,1.6020972728729248,2023-24
Rodrigo Riquelme,Atletico Madrid,FW,1502.0,3.1890832781791687,4.1543308813124895,2023-24
Ricard Sánchez,Granada,DF,2317.0,0.6868337672203779,1.7101847026497126,2023-24
Luka Romero,Almeria,MF,418.0,1.3589543215930462,0.06087877228856087,2023-24
Jorge Cuenca,Villarreal,DF,1943.0,1.5723481718450785,0.25786859914660454,2023-24
Diego López,Valencia,FW,2717.0,4.588101631961763,5.838031250052154,2023-24
Antonio Sánchez,Mallorca,FW,1484.0,2.4565886091440916,0.9946272429078817,2023-24
Kike Salas,Sevilla,DF,1607.0,1.0458727329969406,0.24737947713583708,2023-24
Juan Latasa,Getafe,FW,1557.0,5.340842031873763,1.2214664816856384,2023-24
Largie Ramazani,Almeria,FW,1561.0,5.039075307548046,5.374200887046754,2023-24
Cyle Larin,Mallorca,FW,1834.0,8.655439012683928,0.6739965248852968,2023-24
Carlos Benavídez,Alaves,MF,1084.0,1.0416047144681215,0.4492913717404008,2023-24
Roman Yaremchuk,Valencia,FW,930.0,4.171886486001313,0.21250762417912483,2023-24
Alberto Moleiro,Las Palmas,FW,1817.0,1.8872323706746101,2.46946167293936,2023-24
Andreas Christensen,Barcelona,DF,2071.0,0.7326760925352573,1.1259709149599075,2023-24
Matija Nastasic,Mallorca,DF,2251.0,1.3440532181411982,0.33977702632546425,2023-24
Alberto Moreno,Villarreal,DF,1507.0,1.2026363052427769,1.7425644844770432,2023-24
Erik Lamela,Sevilla,MF,443.0,1.7779102623462677,1.3970007188618183,2023-24
Carlos Fernández,Real Sociedad,FW,407.0,1.4206017851829529,0.437736451625824,2023-24
Ivan Rakitic,Sevilla,MF,1438.0,1.0803361106663942,3.3129946729168296,2023-24
Rubén Duarte,Alaves,DF,1882.0,0.778625306673348,1.6660432200878859,2023-24
Bebé,Rayo Vallecano,MF,157.0,1.548812891356647,0.26590096205472946,2023-24
Luka Modric,Real Madrid,MF,1673.0,1.234472492709756,7.648128478787839,2023-24
Jonathan Viera,"Almeria,Las Palmas",FW,1569.0,3.419524535536766,3.984316235408187,2023-24
João Cancelo,Barcelona,DF,2522.0,2.178373849950731,6.667653251439333,2023-24
Muniain,Athletic Club,MF,567.0,2.1089497916400433,0.8693453073501587,2023-24
Roger,Cadiz,FW,1464.0,2.6313201300799847,3.441865175962448,2023-24
Rafa Mir,Sevilla,FW,350.0,1.5057746144011617,0.26190922409296036,2023-24
Sergio Akieme,Almeria,DF,1681.0,1.317646473646164,2.537110412493348,2023-24
Sergi Darder,Mallorca,MF,2130.0,1.7865178659558296,5.888831946998835,2023-24
Axel Witsel,Atletico Madrid,DF,2762.0,1.1863595861941576,0.39385178312659264,2023-24
Javi Muñoz,Las Palmas,MF,2659.0,3.1554005797952414,1.6818826254457235,2023-24
Marc Roca,Real Betis,MF,2023.0,1.066370977088809,1.9638910461217165,2023-24
Asier Villalibre,Athletic Club,FW,456.0,2.615739949978888,1.1547473296523094,2023-24
Federico Valverde,Real Madrid,MF,2931.0,4.201607981696725,6.22173410281539,2023-24
Aitor Ruibal,Real Betis,DF,1040.0,1.2375148171558976,1.127075096592307,2023-24
José Arnáiz,Osasuna,FW,922.0,1.793456044048071,2.62796001508832,2023-24
Ezequiel Ávila,"Osasuna,Real Betis",FW,1177.0,2.7618715008720756,1.9776590215042233,2023-24
Santiago Comesaña,Villarreal,MF,1645.0,2.165256801992655,1.4374671690165997,2023-24
Valery Fernández,Girona,MF,405.0,0.948156202211976,0.7140233628451824,2023-24
Robin Le Normand,Real Sociedad,DF,2484.0,0.8448614859953523,0.11429490707814693,2023-24
Reinildo,Atletico Madrid,DF,713.0,1.2540149614214897,0.6998050753027201,2023-24
Frenkie de Jong,Barcelona,DF,1641.0,1.0600792113691568,2.509486421942711,2023-24
Dani Rodríguez,Mallorca,FW,2672.0,1.548793044872582,5.381772861815989,2023-24
Sheraldo Becker,Real Sociedad,FW,769.0,1.9461984522640705,1.6168914884328842,2023-24
Jorge De Frutos,Rayo Vallecano,MF,1499.0,4.203992499038577,1.2770522255450487,2023-24
Edgar González,Almeria,DF,2541.0,1.9409231208264828,0.300341859459877,2023-24
Guido Rodríguez,Real Betis,MF,1865.0,0.7606446947902441,0.7604827135801315,2023-24
Álex Baena,Villarreal,FW,2665.0,6.942582780495286,10.450773367658257,2023-24
Aimar Oroz,Osasuna,MF,2370.0,2.920883681625128,2.4306202111765742,2023-24
Miguel Gutiérrez,Girona,DF,3058.0,2.810915406793356,9.733721763826907,2023-24
Nahuel Molina,Atletico Madrid,DF,1845.0,1.3038488682359457,2.7496361136436462,2023-24
Óscar Mingueza,Celta Vigo,FW,2998.0,2.3126691011711955,5.042737593874335,2023-24
Facundo Pellistri,Granada,FW,1242.0,2.189263768494129,0.9153640922158957,2023-24
Yerson Mosquera,Villarreal,DF,1231.0,1.1751275416463614,0.29248617216944695,2023-24
Ilias Akhomach,Villarreal,FW,1517.0,2.8520439928397536,2.783080594614148,2023-24
Gastón Álvarez,Getafe,DF,2628.0,1.4335118364542723,0.7242664946243167,2023-24
André Almeida,Valencia,FW,991.0,0.5475282277911901,1.376497931778431,2023-24
Unai Gómez,Athletic Club,MF,839.0,1.7401139978319407,0.8440086068585515,2023-24
Álex Suárez,Las Palmas,DF,2589.0,2.2428878135979176,0.22742279060184956,2023-24
Pejiño,Las Palmas,FW,489.0,1.2113106455653906,0.35786951892077923,2023-24
Juan Herzog,Las Palmas,DF,290.0,0.6798617094755173,0.0,2023-24
Assane Diao,Real Betis,FW,1093.0,3.3369423635303974,0.5736600309610367,2023-24
Carlos Vicente,Alaves,MF,1125.0,2.099360242486,4.537976810708642,2023-24
Bruno Méndez,Granada,DF,1339.0,0.39777528773993254,0.1248152693733573,2023-24
Vitor Roque,Barcelona,FW,298.0,2.888690084218979,0.060693223029375076,2023-24
Daley Blind,Girona,DF,2971.0,2.129695435985923,1.2106527229771018,2023-24
Etienne Capoue,Villarreal,MF,1407.0,1.3830535123124719,0.9349249545484781,2023-24
Bertrand Traoré,Villarreal,MF,568.0,1.030176293104887,0.4050034135580063,2023-24
Falcao,Rayo Vallecano,FW,330.0,2.7179346177726984,0.47535512410104275,2023-24
Pablo Maffeo,Mallorca,DF,1467.0,1.0679006753489375,0.7505094222724438,2023-24
Sergi Canos,Valencia,MF,1245.0,3.1207109168171883,2.454174777492881,2023-24
Suso,Sevilla,FW,1512.0,1.3368166759610176,5.227224212139845,2023-24
Luis Hernández,Cadiz,DF,721.0,0.9484918117523193,0.34133440256118774,2023-24
Antonio Rüdiger,Real Madrid,DF,2704.0,1.827603718265891,1.1107329986989498,2023-24
Dani García,Athletic Club,MF,717.0,1.0434326827526093,0.16071078181266785,2023-24
Germán Pezzella,Real Betis,DF,2794.0,2.0016124481335282,0.6059935558587313,2023-24
Saúl Ñíguez,Atletico Madrid,MF,1321.0,1.5367445535957813,3.2573720682412386,2023-24
Toni Kroos,Real Madrid,MF,2152.0,1.7282002866268158,6.074183616787195,2023-24
Raúl García,Athletic Club,FW,359.0,0.8854227997362614,0.0,2023-24
Gonzalo Escalante,Cadiz,MF,1790.0,1.5264770975336432,1.464338380843401,2023-24
De Marcos,Athletic Club,DF,2261.0,0.9442514274269342,3.225184014067054,2023-24
José Gayá,Valencia,DF,1823.0,0.6903985943645239,2.948830856010318,2023-24
Alfonso,Villarreal,DF,1122.0,0.7673241011798382,3.281064536422491,2023-24
Sandro Ramírez,Las Palmas,FW,1843.0,4.187466069124639,3.5517972512170672,2023-24
Djibril Sow,Sevilla,MF,1499.0,1.6027095206081867,1.044075457379222,2023-24
Aissa Mandi,Villarreal,DF,1110.0,0.7814082130789757,0.42930101603269577,2023-24
Nabil Fekir,Real Betis,FW,1052.0,2.299122029915452,2.2748832907527685,2023-24
Unai López,Rayo Vallecano,MF,2184.0,0.8788710786029696,2.6451427740976214,2023-24
Cristian Herrera,Las Palmas,MF,139.0,0.8265172243118286,0.022152746096253395,2023-24
Raúl de Tomás,Rayo Vallecano,FW,1295.0,3.9389174664393067,1.1559236701577902,2023-24
Stefan Mitrovic,Getafe,DF,721.0,0.1143389642238617,0.41409723088145256,2023-24
Benito Ramírez,Las Palmas,MF,331.0,0.4952068980783224,0.4986361414194107,2023-24
Carles Aleñá,Getafe,MF,1039.0,1.577088724821806,1.8840657025575638,2023-24
Unai García,Osasuna,DF,558.0,0.0831124559044838,0.006639647297561169,2023-24
Nacho Vidal,"Mallorca,Osasuna",DF,494.0,1.3824303150177002,0.21162422187626362,2023-24
Sergi Guardiola,Cadiz,FW,386.0,1.910371983423829,1.0110417641699314,2023-24
Mouctar Diakhaby,Valencia,DF,1081.0,1.1500477269291878,0.032847716473042965,2023-24
Ander Guevara,Alaves,MF,2951.0,0.5625613089650869,0.994552617892623,2023-24
Unai Núñez,Celta Vigo,DF,2807.0,2.559862903319299,0.5769859924912453,2023-24
Juan Foyth,Villarreal,DF,1066.0,0.9108466282486916,0.8086542831733823,2023-24
Andoni Gorosabel,Alaves,DF,2884.0,0.6708051897585392,1.9685864513739944,2023-24
Jules Koundé,Barcelona,DF,2887.0,1.76188949868083,2.4667577035725117,2023-24
Ignasi Miquel,Granada,DF,3003.0,1.4515733113512397,1.3224067045375705,2023-24
Óscar Rodríguez,Getafe,FW,973.0,1.6088698171079159,1.426833689212799,2023-24
Miguel Ángel Rubio,Granada,DF,1544.0,0.9288409631699324,0.184600330889225,2023-24
Gonzalo Villar,Granada,FW,1787.0,1.4651812510564923,1.4083677809685469,2023-24
William Carvalho,Real Betis,MF,604.0,0.3391710165888071,0.833967974409461,2023-24
Gonzalo Melero,Almeria,FW,1062.0,2.3216972649097443,1.2438790807500482,2023-24
Lucas Torró,Osasuna,MF,1791.0,1.4957571886479855,0.6539105530828238,2023-24
Adrià Pedrosa,Sevilla,DF,1705.0,0.676932604983449,3.719353220425546,2023-24
Juan Miranda,Real Betis,DF,1871.0,2.5544359046034515,2.2766245119273663,2023-24
Sory Kaba,Las Palmas,FW,721.0,1.7437660470604897,0.3312440663576126,2023-24
Luca De La Torre,Celta Vigo,FW,1968.0,2.601727206259966,1.6357177440077066,2023-24
Alejandro Catena,Osasuna,DF,2543.0,2.216797783970833,1.2513669654726982,2023-24
Carles Pérez,Celta Vigo,DF,764.0,1.3790044747292995,1.3671489879488945,2023-24
Carl Starfelt,Celta Vigo,DF,2232.0,2.1070076301693916,0.10598617978394032,2023-24
Aleksander Sedlar,Alaves,DF,958.0,0.22453153226524591,0.06848599016666412,2023-24
Jon Moncayola,Osasuna,FW,1800.0,0.9331170525401831,2.5943564297631383,2023-24
Nemanja Gudelj,Sevilla,DF,1745.0,0.7564000599086285,0.7040673717856407,2023-24
Fede San Emeterio,Cadiz,MF,164.0,0.1277366429567337,0.07370497286319733,2023-24
Ronald Araújo,Barcelona,DF,1992.0,2.4427372300997376,1.7349820882081985,2023-24
Hugo Guillamón,Valencia,MF,1262.0,0.14331426285207272,0.23640842363238335,2023-24
Javier López,Alaves,DF,2377.0,0.8477662242949009,2.7234498150646687,2023-24
Javi Hernández,Cadiz,DF,2613.0,1.993790135718882,2.1685356460511684,2023-24
Jon Pacheco Dozagarat,Real Sociedad,DF,1499.0,1.0531192943453789,0.3983447253704071,2023-24
Kike Pérez,Rayo Vallecano,FW,820.0,1.450000587850809,0.5529084540903568,2023-24
Arsen Zakharyan,Real Sociedad,FW,1246.0,2.4437440503388643,2.343281362205744,2023-24
Roberto Navarro,Cadiz,MF,2029.0,2.9996081022545695,3.741502471268177,2023-24
Marcos Acuña,Sevilla,DF,1340.0,0.428915673866868,2.0705395191907883,2023-24
Aitor Paredes,Athletic Club,DF,2727.0,1.3154027927666903,0.1645672395825386,2023-24
Theo Corbeanu,Granada,MF,180.0,0.1839280016720295,0.0,2023-24
Jesús Vázquez,Valencia,DF,671.0,1.404348136857152,0.044353133998811245,2023-24
Inigo Ruiz de Galarreta,Athletic Club,MF,2140.0,0.3331029573455453,2.6309501454234123,2023-24
Jesús Areso,Osasuna,DF,2667.0,0.1742449877783656,3.528580255806446,2023-24
Giuliano Simeone,Alaves,MF,617.0,2.7372554913163185,2.2005359139293432,2023-24
Gavi,Barcelona,FW,939.0,1.0798097513616085,1.3673980422317982,2023-24
José Ángel Carmona,Getafe,DF,1401.0,0.7732128351926804,1.2035128027200699,2023-24
Fran García,Real Madrid,DF,1377.0,0.8616898478940129,2.6056827530264854,2023-24
Óscar Valentín,Rayo Vallecano,MF,2728.0,2.517518602311611,0.7553664008155465,2023-24
Randy Nteka,Rayo Vallecano,FW,548.0,2.323896234855056,1.2020751107484102,2023-24
Pathé Ciss,Rayo Vallecano,DF,1624.0,1.4027741933241487,0.42111292853951454,2023-24
Hugo Álvarez,Celta Vigo,FW,766.0,1.0486868023872375,2.21878731995821,2023-24
Abdessamad Ezzalzouli,"Barcelona,Real Betis",MF,839.0,4.379430050030351,0.48250197619199753,2023-24
Javi Llabrés,Mallorca,MF,191.0,0.787030310370028,0.2734225504100323,2023-24
Marc Pubill,Almeria,DF,1907.0,0.8252652809023857,1.7033800836652517,2023-24
Nahuel Tenaglia,Alaves,DF,1111.0,0.7715793494135141,0.4839693661779165,2023-24
Giovanni González,Mallorca,DF,2477.0,0.5446585230529308,1.3406448289752007,2023-24
Jesús Santiago,Getafe,MF,741.0,0.644088888540864,0.36221837624907494,2023-24
Pablo Ibáñez,Osasuna,MF,1126.0,2.0689656753093004,1.3134953267872334,2023-24
Fran Pérez,Valencia,MF,2135.0,1.1978931091725826,3.3480407260358334,2023-24
Yan Couto,Girona,FW,2244.0,1.82208695076406,4.980193942785263,2023-24
Kaiky,Almeria,DF,512.0,0.2039155699312687,0.03412742540240288,2023-24
Samú Costa,Mallorca,MF,2307.0,1.5485040042549372,0.4910073233768344,2023-24
Copete,Mallorca,DF,1355.0,0.44130564108490944,0.6440806742757559,2023-24
Marko Milovanovic,Almeria,FW,279.0,0.792152613401413,0.1752990186214447,2023-24
Brian Ocampo,Cadiz,MF,201.0,0.24810759350657463,0.10972128435969353,2023-24
Pep Chavarría,Rayo Vallecano,DF,1149.0,0.9431706629693508,1.0317076318897307,2023-24
Abdul Mumin,Rayo Vallecano,DF,1698.0,0.6516401516273618,0.49111843202263117,2023-24
Alberto Mari,Valencia,FW,229.0,1.9944591969251633,0.9537389390170574,2023-24
Marc Guiu,Barcelona,FW,75.0,0.9520300701260567,0.32365643978118896,2023-24
Saúl Coco,Las Palmas,DF,2286.0,0.850907270796597,0.017293410375714302,2023-24
Sergi Cardona,Las Palmas,DF,2813.0,2.3810415733605623,3.1536975726485252,2023-24
Julián Araujo,Las Palmas,DF,1448.0,0.925544673576951,1.1897415593266487,2023-24
Lucas Pires,Cadiz,DF,1485.0,0.8230944480746984,1.861044006422162,2023-24
Abderrahmane Rebbach,Alaves,MF,681.0,1.1461342638358474,1.7387915328145027,2023-24
Sergi Altimira,Real Betis,MF,564.0,0.23861233610659838,0.12523016892373562,2023-24
Johnny Cardoso,Real Betis,MF,1347.0,1.400701679289341,0.45721036568284035,2023-24
Bruno Langa,Almeria,DF,821.0,0.3603680580854416,0.344120305031538,2023-24
Tadeo Allende,Celta Vigo,MF,310.0,1.3809997532516718,0.3619154244661331,2023-24
Ørjan Nyland,Sevilla,GK,2160.0,0.0,0.33589974604547024,2023-24
Adnan Januzaj,Sevilla,MF,174.0,0.4951215237379074,0.05243807937949896,2023-24
Sokratis,Real Betis,DF,1128.0,0.146733857691288,0.038807664066553116,2023-24
David Alaba,Real Madrid,DF,1154.0,1.2931234426796436,0.8402687106281519,2023-24
Héctor Bellerín,Real Betis,DF,1704.0,0.3341669738292694,1.9478861335664988,2023-24
Gabriel,"Atletico Madrid,Valencia",DF,1821.0,0.4024024158716202,0.32125385850667953,2023-24
Francis Coquelin,Villarreal,MF,910.0,0.16419123485684395,0.09499858319759369,2023-24
Ander Herrera,Athletic Club,MF,1010.0,0.7731333766132593,1.467544499784708,2023-24
Fernando,Sevilla,MF,450.0,0.017175670713186264,0.7489490881562233,2023-24
Jesús Navas,Sevilla,DF,2032.0,0.16785128507763147,3.4736319854855537,2023-24
Thibaut Courtois,Real Madrid,GK,336.0,0.0,0.17622508108615875,2023-24
César Azpilicueta,Atletico Madrid,DF,1411.0,0.4941818416118622,2.6341477148234844,2023-24
Oriol Romeu,Barcelona,MF,932.0,0.4870307557284832,1.0925833769142628,2023-24
Paulo Gazzaniga,Girona,GK,3420.0,0.0,0.2728084586560726,2023-24
José Reina,Villarreal,GK,180.0,0.0,0.0,2023-24
José Callejón,Granada,FW,763.0,1.4001540020108223,1.5133505389094353,2023-24
Ianis Hagi,Alaves,MF,786.0,2.3040251582860947,2.245730670168996,2023-24
Raúl Albiol,Villarreal,DF,2039.0,0.18732741381973028,1.5144617557525635,2023-24
Marcos Alonso,Barcelona,DF,250.0,0.06457315385341644,0.6204419042915106,2023-24
Álvaro Negredo,Cadiz,MF,16.0,0.09603007324039936,0.05864348262548447,2023-24
Bernardo,Girona,MF,2.0,0.0,0.0,2023-24
Javier Manquillo,Celta Vigo,DF,757.0,0.062201205641031265,0.3282497227191925,2023-24
Claudio Bravo,Real Betis,GK,630.0,0.0,0.04696699231863022,2023-24
Eric Bailly,Villarreal,DF,845.0,0.1702861487865448,0.07545696943998337,2023-24
Marc-André ter Stegen,Barcelona,GK,2520.0,0.0,0.06931363791227341,2023-24
Joan Jordán,Sevilla,MF,376.0,0.20387628488242626,0.04511605575680733,2023-24
Diego Mariño,Almeria,GK,90.0,0.0,0.0,2023-24
Vicente Guaita,Celta Vigo,GK,2403.0,0.0,0.0,2023-24
Damián Suárez,Getafe,DF,1323.0,0.30718856072053313,0.7839745869860053,2023-24
Iván Cuéllar,Mallorca,GK,90.0,0.0,0.0,2023-24
Jorge Meré,Cadiz,DF,689.0,0.19054927863180637,0.0,2023-24
Zaldúa,Cadiz,DF,713.0,0.014266861602663994,0.6533675184473395,2023-24
Aritz Elustondo,Real Sociedad,DF,792.0,0.27340520825237036,0.7126521356403828,2023-24
Nacho,Real Madrid,DF,1719.0,0.34773121774196625,1.0648770369589329,2023-24
Jan Oblak,Atletico Madrid,GK,3420.0,0.0,0.0,2023-24
