Player,Squad,Pos,Min,Gls,Ast,xG,xA,npxG,xGChain,xGBuildup,Sh,KP,season
Erling Haaland,Manchester City,FW,2581.0,27.0,5.0,31.65399668365717,4.7517555598169565,25.564646281301975,30.19725350290537,3.128645434975624,122.0,29.0,2023-24
Cole Palmer,"Chelsea,Manchester City",FW,2640.0,22.0,11.0,17.83224501274526,11.869294486939907,10.981725485995412,31.036520244553685,15.302413104102015,108.0,72.0,2023-24
Alexander Isak,Newcastle United,FW,2305.0,21.0,2.0,22.07426631450653,3.6520401313900948,17.507253035902977,24.041151970624924,5.754798140376806,78.0,27.0,2023-24
Dominic Solanke,Bournemouth,FW,3346.0,19.0,3.0,21.40683087334037,3.5437498800456524,19.12332433462143,22.5880119279027,4.080137750133872,109.0,39.0,2023-24
Phil Foden,Manchester City,FW,2895.0,19.0,8.0,11.307983005419374,8.51623285189271,11.307983005419374,30.41696721315384,16.99899828247726,105.0,73.0,2023-24
Ollie Watkins,Aston Villa,FW,3250.0,19.0,13.0,19.26459836959839,7.745744535699487,19.26459836959839,29.229417741298676,5.899641819298267,106.0,45.0,2023-24
Mohamed Salah,Liverpool,FW,2556.0,18.0,10.0,21.941274393349886,12.332044444978237,16.613166783005,31.875095803290606,8.363566914573312,114.0,66.0,2023-24
Son Heung-Min,Tottenham,FW,2989.0,17.0,10.0,12.978620901703835,13.341020658612251,11.45628322660923,30.115575216710567,10.445971379056573,85.0,69.0,2023-24
Jarrod Bowen,West Ham,FW,3026.0,16.0,6.0,13.498636420816183,6.437707958742976,13.498636420816183,17.76942592486739,2.457054629921913,85.0,32.0,2023-24
Jean-Philippe Mateta,Crystal Palace,FW,2303.0,16.0,5.0,12.290523625910282,3.52706278860569,10.768185935914516,15.486321330070496,2.852151058614254,46.0,32.0,2023-24
Bukayo Saka,Arsenal,FW,2990.0,16.0,8.0,16.807056225836277,11.325986489653587,12.240043208003044,30.357597015798092,13.228619534522295,107.0,89.0,2023-24
Chris Wood,Nottingham Forest,FW,1797.0,14.0,1.0,13.364272002130747,1.987032251432538,13.364272002130747,15.345352198928595,0.9163662036880851,48.0,22.0,2023-24
Nicolas Jackson,Chelsea,FW,2818.0,14.0,5.0,19.860593939200044,5.2836981769651175,19.860593939200044,27.917255371809006,7.270463835448027,80.0,36.0,2023-24
Kai Havertz,Arsenal,FW,2651.0,13.0,7.0,13.465729914605618,5.814370539039373,12.704561084508896,24.790123470127583,9.346141943708062,69.0,45.0,2023-24
Yoane Wissa,Brentford,FW,2556.0,12.0,3.0,11.16999962553382,3.828521143645048,11.16999962553382,16.368419870734215,4.587590790353715,67.0,29.0,2023-24
Matheus Cunha,Wolverhampton Wanderers,FW,2499.0,12.0,7.0,10.229120277799666,3.920058634132147,9.467951440252364,12.985038012266159,2.336798165924847,73.0,28.0,2023-24
Leandro Trossard,Arsenal,FW,1649.0,12.0,1.0,9.575767548754811,3.252073733136058,9.575767548754811,16.976479506120086,5.5028668232262135,60.0,24.0,2023-24
Hee-Chan Hwang,Wolverhampton Wanderers,FW,2154.0,12.0,3.0,8.681871520355344,3.1403315979987383,7.920702653005719,12.023936153389513,2.6239349097013474,45.0,17.0,2023-24
Richarlison,Tottenham,FW,1511.0,11.0,4.0,9.619059151038527,1.9676255472004414,9.619059151038527,12.735109627246857,2.2886698860675097,61.0,15.0,2023-24
Anthony Gordon,Newcastle United,FW,2956.0,11.0,10.0,11.293779235333204,8.833045985549688,10.53261036798358,26.570194900035858,11.442161984741688,81.0,56.0,2023-24
Eberechi Eze,Crystal Palace,FW,2097.0,11.0,4.0,9.37310928851366,6.844833366572857,8.611940443515778,16.38165108114481,6.3479389026761055,83.0,54.0,2023-24
Darwin Núñez,Liverpool,FW,2037.0,11.0,8.0,19.187851031310856,5.950456521473825,18.42668213415891,25.07862750068307,5.313199203461409,108.0,33.0,2023-24
Julián Álvarez,Manchester City,FW,2682.0,11.0,8.0,14.373571239411831,5.823111834935844,12.851233504712582,27.162230297923088,13.089299127459526,98.0,66.0,2023-24
Carlton Morris,Luton,FW,2879.0,11.0,4.0,12.306741118431091,3.6919509368017316,8.500896904617548,12.545526312664151,5.202579701319337,72.0,22.0,2023-24
Bruno Fernandes,Manchester United,FW,3121.0,10.0,8.0,10.746266636997461,13.15852378681302,6.940422397106886,22.69340828806162,12.64676270633936,95.0,113.0,2023-24
Leon Bailey,Aston Villa,FW,2112.0,10.0,9.0,6.4655649326741695,10.299157902598381,6.4655649326741695,17.98974223807454,6.671372391283512,53.0,51.0,2023-24
Diogo Jota,Liverpool,FW,1164.0,10.0,3.0,6.724682793021202,3.19649357162416,6.724682793021202,12.289753511548042,5.313873592764139,41.0,23.0,2023-24
Michael Olise,Crystal Palace,FW,1281.0,10.0,6.0,5.6874131839722395,5.196664724498987,4.926244312897325,12.075153382495046,5.0466043297201395,56.0,35.0,2023-24
Rasmus Højlund,Manchester United,FW,2210.0,10.0,2.0,9.338883213698864,1.779460173100233,9.338883213698864,11.463255237787962,2.9498381465673447,38.0,28.0,2023-24
Elijah Adebayo,Luton,FW,1422.0,10.0,0.0,6.630781220272183,0.8136616554111242,6.630781220272183,8.281278105452657,1.9411640595644712,31.0,14.0,2023-24
Callum Wilson,Newcastle United,FW,963.0,9.0,1.0,10.12450959533453,0.9339367430657148,8.602172024548054,10.547705547884107,1.8611295819282532,35.0,8.0,2023-24
Douglas Luiz,Aston Villa,MF,3043.0,9.0,5.0,7.572099968791008,5.288189608603716,4.527424611151218,17.31126916781068,13.624405791983008,48.0,53.0,2023-24
Bryan Mbeumo,Brentford,FW,1954.0,9.0,6.0,9.158370908349752,5.14017678797245,6.874864336103201,15.155989956110716,6.123919734731317,53.0,32.0,2023-24
João Pedro,Brighton,FW,2026.0,9.0,3.0,11.918903339654207,5.4223863165825605,8.113133335486054,17.548418318852782,7.590120053850114,75.0,37.0,2023-24
Rodrigo Muniz,Fulham,FW,1602.0,9.0,1.0,8.481916300952435,1.3883774541318417,8.481916300952435,9.755544383078814,2.1016076635569334,72.0,16.0,2023-24
Raheem Sterling,Chelsea,FW,1987.0,8.0,4.0,8.573790527880192,4.971372967585921,8.573790527880192,19.289956534281373,8.898095147684216,51.0,30.0,2023-24
Rodri,Manchester City,MF,2967.0,8.0,9.0,4.294270480051637,5.32604681327939,4.294270480051637,31.623008400201797,26.291744768619537,62.0,50.0,2023-24
Martin Odegaard,Arsenal,MF,3117.0,8.0,10.0,7.670226177200675,11.577396512031555,6.147925289347768,29.81505699455738,18.138023640960455,77.0,102.0,2023-24
Callum Hudson-Odoi,Nottingham Forest,FW,1844.0,8.0,1.0,3.01959465444088,3.0873287972062826,3.01959465444088,12.357455093413591,6.948451370000839,38.0,36.0,2023-24
Dejan Kulusevski,Tottenham,FW,2787.0,8.0,3.0,5.835474932566285,8.615606566891074,5.835474932566285,23.71713701635599,12.507268408313394,57.0,65.0,2023-24
Luis Díaz,Liverpool,FW,2706.0,8.0,5.0,12.864595355466008,6.482230054214597,12.864595355466008,24.42669267952442,10.309036564081907,94.0,64.0,2023-24
Cody Gakpo,Liverpool,FW,1640.0,8.0,5.0,8.769219513982534,4.2288118079304695,8.769219513982534,17.55027423426509,6.47403072565794,66.0,25.0,2023-24
Antoine Semenyo,Bournemouth,MF,2141.0,8.0,2.0,6.423830641433597,3.799709178507328,6.423830641433597,15.41077795997262,5.7127093356102705,70.0,29.0,2023-24
Mohammed Kudus,West Ham,FW,2490.0,8.0,6.0,5.1772670187056065,3.5089522134512663,5.1772670187056065,11.516938520595431,4.337017804384232,66.0,28.0,2023-24
Marcus Rashford,Manchester United,FW,2292.0,7.0,2.0,7.661536030471325,2.390108224004507,6.13919834792614,12.686340739950538,4.950286580249667,62.0,24.0,2023-24
James Ward-Prowse,West Ham,MF,3025.0,7.0,7.0,5.6392913637682796,8.108484361320734,4.116953688673675,11.991799759678543,7.065227452665567,44.0,64.0,2023-24
Abdoulaye Doucouré,Everton,MF,2678.0,7.0,1.0,10.20444649644196,2.55271128565073,10.20444649644196,13.33745107613504,5.22493714094162,47.0,33.0,2023-24
Odsonne Edouard,Crystal Palace,FW,1534.0,7.0,0.0,7.869511350989342,1.0359194399788976,7.869511350989342,8.31682275235653,2.1359799914062023,51.0,18.0,2023-24
Raúl Jiménez,Fulham,FW,1423.0,7.0,0.0,5.9900733437389135,1.6923745833337307,5.9900733437389135,7.9016893692314625,1.7369755171239376,41.0,11.0,2023-24
Declan Rice,Arsenal,MF,3256.0,7.0,8.0,3.186093623749912,5.895036246627569,3.186093623749912,19.678100544027984,16.131323732435703,58.0,47.0,2023-24
Dominic Calvert-Lewin,Everton,FW,2234.0,7.0,2.0,13.627293583005667,3.068425781559199,12.104955926537514,11.614983171224594,1.8352613244205713,73.0,19.0,2023-24
Scott McTominay,Manchester United,FW,1861.0,7.0,1.0,6.777370238676667,1.0619673654437065,6.777370238676667,9.31455492042005,3.7229946237057447,44.0,11.0,2023-24
Justin Kluivert,Bournemouth,MF,2029.0,7.0,1.0,7.296913180500269,1.6692864689975977,7.296913180500269,11.757105719298124,4.571535241790116,56.0,21.0,2023-24
Tomas Soucek,West Ham,MF,2885.0,7.0,2.0,7.466816443949938,2.1494441609829664,7.466816443949938,12.123065176419914,6.039048316888511,42.0,20.0,2023-24
Bruno Guimarães,Newcastle United,MF,3292.0,7.0,8.0,4.978310074657202,7.888791332021356,4.978310074657202,23.880530774593353,18.56961396895349,48.0,62.0,2023-24
Alejandro Garnacho,Manchester United,MF,2601.0,7.0,4.0,9.865097627043724,5.915270071476698,9.865097627043724,18.36983707919717,5.9700166545808315,100.0,46.0,2023-24
Michail Antonio,West Ham,FW,1775.0,6.0,2.0,6.025665767490864,1.559285182505846,6.025665767490864,8.23398894816637,2.5248712673783302,30.0,9.0,2023-24
Oliver McBurnie,Sheffield United,FW,1290.0,6.0,3.0,7.429724760353565,2.1915900241583586,5.907387010753155,6.99262013938278,2.891832641325891,33.0,12.0,2023-24
Neal Maupay,"Brentford,Everton",FW,1381.0,6.0,3.0,7.23018298856914,2.382636667229235,7.23018298856914,11.593444548547268,3.028178656473756,42.0,16.0,2023-24
Bernardo Silva,Manchester City,MF,2599.0,6.0,9.0,4.0968160554766655,8.528519937768579,4.0968160554766655,24.37213490717113,15.577253567054868,34.0,65.0,2023-24
