Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
60,Julian Brandt,de GER,MF,Dortmund,27,1996,32,26,2223,24.7,7,11,18,7,0,0,2,0,0.28,0.45,0.73,0.28,0.73,Matches
65,John Brooks,us USA,DF,Hoffenheim,30,1993,21,18,1539,17.1,2,0,2,2,0,0,6,1,0.12,0.00,0.12,0.12,0.12,Matches
66,Moritz Broschinski,de GER,"FW,MF",Bochum,22,2000,26,14,1247,13.9,2,3,5,2,0,0,4,0,0.14,0.22,0.36,0.14,0.36,Matches
68,Marius Bülter,de GER,MF,Hoffenheim,30,1993,30,15,1351,15.0,1,4,5,1,0,0,3,1,0.07,0.27,0.33,0.07,0.33,Matches
69,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,23,2000,21,18,1538,17.1,8,2,10,7,1,1,2,0,0.47,0.12,0.59,0.41,0.53,Matches
72,Aurélio Buta,pt POR,"MF,DF",Eintracht Frankfurt,26,1997,30,20,1744,19.4,1,1,2,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,Matches
73,Anthony Caci,fr FRA,"MF,DF",Mainz 05,26,1997,31,29,2486,27.6,2,3,5,2,0,0,8,0,0.07,0.11,0.18,0.07,0.18,Matches
74,Emre Can,de GER,MF,Dortmund,29,1994,25,22,1953,21.7,2,2,4,0,2,2,5,0,0.09,0.09,0.18,0.00,0.09,Matches
76,Rasmus Carstensen,dk DEN,"DF,MF",Köln,22,2000,23,18,1659,18.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
78,Koen Casteels,be BEL,GK,Wolfsburg,31,1992,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Václav Černý,cz CZE,"MF,FW",Wolfsburg,25,1997,22,12,921,10.2,4,1,5,4,0,0,2,0,0.39,0.10,0.49,0.39,0.49,Matches
80,Julian Chabot,de GER,DF,Köln,25,1998,32,32,2703,30.0,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
82,Fares Chaïbi,dz ALG,"MF,FW",Eintracht Frankfurt,20,2002,28,21,1912,21.2,2,4,6,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28,Matches
87,Kingsley Coman,fr FRA,MF,Bayern Munich,27,1996,17,15,1113,12.4,3,3,6,3,0,0,1,0,0.24,0.24,0.49,0.24,0.49,Matches
92,Finn Dahmen,de GER,GK,Augsburg,25,1998,31,31,2790,31.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Alphonso Davies,ca CAN,DF,Bayern Munich,22,2000,29,24,2065,22.9,2,5,7,2,0,0,0,0,0.09,0.22,0.31,0.09,0.31,Matches
97,Olivier Deman,be BEL,MF,Werder Bremen,23,2000,29,14,1365,15.2,2,1,3,2,0,0,5,0,0.13,0.07,0.20,0.13,0.20,Matches
98,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,25,1998,33,33,2873,31.9,15,9,24,12,3,4,7,0,0.47,0.28,0.75,0.38,0.66,Matches
99,Sepp van den Berg,nl NED,DF,Mainz 05,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,0.10,0.00,0.10,0.10,0.10,Matches
102,Eric Dier,eng ENG,DF,Bayern Munich,29,1994,15,13,1166,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Junior Dina Ebimbe,cm CMR,MF,Eintracht Frankfurt,22,2000,31,25,1956,21.7,5,3,8,5,0,0,5,0,0.23,0.14,0.37,0.23,0.37,Matches
105,Eren Dinkçi,de GER,MF,Heidenheim,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,0.34,0.17,0.51,0.34,0.51,Matches
106,Ritsu Doan,jp JPN,MF,Freiburg,25,1998,30,26,2246,25.0,7,2,9,7,0,0,2,0,0.28,0.08,0.36,0.28,0.36,Matches
107,Danilho Doekhi,nl NED,DF,Union Berlin,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
108,Niklas Dorsch,de GER,MF,Augsburg,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Marvin Ducksch,de GER,FW,Werder Bremen,29,1994,33,32,2696,30.0,12,9,21,7,5,6,9,0,0.40,0.30,0.70,0.23,0.53,Matches
115,Maximilian Eggestein,de GER,MF,Freiburg,26,1996,33,33,2914,32.4,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches
119,Nico Elvedi,ch SUI,DF,Gladbach,26,1996,30,28,2482,27.6,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches
120,Arne Engels,be BEL,"MF,DF",Augsburg,19,2003,32,13,1405,15.6,3,2,5,3,0,0,1,1,0.19,0.13,0.32,0.19,0.32,Matches
121,Ohis Felix Uduokhai,de GER,DF,Augsburg,25,1997,33,33,2921,32.5,2,0,2,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,Matches
122,Edimilson Fernandes,ch SUI,DF,Mainz 05,27,1996,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches
124,Max Finkgräfe,de GER,DF,Köln,19,2004,24,18,1756,19.5,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
126,Jonas Föhrenbach,de GER,DF,Heidenheim,27,1996,33,32,2788,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Bartol Franjić,hr CRO,MF,Darmstadt 98,23,2000,20,14,1229,13.7,0,1,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
130,Marco Friedl,at AUT,DF,Werder Bremen,25,1998,25,25,2197,24.4,1,0,1,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,Matches
131,Marvin Friedrich,de GER,DF,Gladbach,27,1995,24,17,1566,17.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Jeremie Frimpong,nl NED,MF,Leverkusen,22,2000,31,27,2251,25.0,9,7,16,9,0,0,6,0,0.36,0.28,0.64,0.36,0.64,Matches
133,Chris Führich,de GER,MF,Stuttgart,25,1998,34,33,2567,28.5,8,7,15,8,0,1,2,0,0.28,0.25,0.53,0.28,0.53,Matches
136,Niclas Füllkrug,de GER,FW,Dortmund,30,1993,29,27,2212,24.6,12,8,20,9,3,3,1,0,0.49,0.33,0.81,0.37,0.69,Matches
137,Cristian Gamboa,cr CRC,"DF,MF",Bochum,33,1989,22,12,1187,13.2,0,1,1,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,Matches
139,Yannick Gerhardt,de GER,MF,Wolfsburg,29,1994,25,18,1630,18.1,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,Matches
141,Benedikt Gimber,de GER,DF,Heidenheim,26,1997,24,24,2021,22.5,1,1,2,1,0,0,9,0,0.04,0.04,0.09,0.04,0.09,Matches
142,Matthias Ginter,de GER,DF,Freiburg,29,1994,23,22,1913,21.3,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
143,Jamie Gittens,eng ENG,"MF,FW",Dortmund,18,2004,25,14,1058,11.8,1,4,5,1,0,0,1,0,0.09,0.34,0.43,0.09,0.43,Matches
144,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,33,1989,22,17,1363,15.1,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
146,Leon Goretzka,de GER,MF,Bayern Munich,28,1995,30,25,2241,24.9,6,7,13,6,0,0,3,0,0.24,0.28,0.52,0.24,0.52,Matches
147,Robin Gosens,de GER,"MF,DF",Union Berlin,29,1994,30,27,2283,25.4,6,3,9,6,0,0,9,1,0.24,0.12,0.35,0.24,0.35,Matches
148,Mario Götze,de GER,MF,Eintracht Frankfurt,31,1992,30,23,2068,23.0,3,2,5,3,0,0,5,1,0.13,0.09,0.22,0.13,0.22,Matches
149,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,32,1991,30,29,2593,28.8,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
152,Michael Gregoritsch,at AUT,FW,Freiburg,29,1994,32,19,1682,18.7,7,4,11,7,0,0,2,0,0.37,0.21,0.59,0.37,0.59,Matches
153,Vincenzo Grifo,it ITA,MF,Freiburg,30,1993,32,29,2325,25.8,8,8,16,2,6,6,3,0,0.31,0.31,0.62,0.08,0.39,Matches
154,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,27,1995,30,25,2295,25.5,1,6,7,1,0,0,8,0,0.04,0.24,0.27,0.04,0.27,Matches
155,Álex Grimaldo,es ESP,MF,Leverkusen,27,1995,33,31,2784,30.9,10,13,23,10,0,0,1,0,0.32,0.42,0.74,0.32,0.74,Matches
157,Brajan Gruda,de GER,"MF,FW",Mainz 05,19,2004,28,19,1641,18.2,4,3,7,4,0,0,5,0,0.22,0.16,0.38,0.22,0.38,Matches
159,Raphaël Guerreiro,pt POR,"MF,DF",Bayern Munich,29,1993,20,13,1191,13.2,3,0,3,3,0,0,2,0,0.23,0.00,0.23,0.23,0.23,Matches
161,Serhou Guirassy,gn GUI,FW,Stuttgart,27,1996,28,25,2208,24.5,28,3,31,24,4,4,0,0,1.14,0.12,1.26,0.98,1.10,Matches
162,Péter Gulácsi,hu HUN,GK,RB Leipzig,33,1990,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
163,Manuel Gulde,de GER,DF,Freiburg,32,1991,27,23,2047,22.7,1,0,1,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,Matches
165,Christian Günter,de GER,"MF,DF",Freiburg,30,1993,15,13,1060,11.8,1,2,3,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,Matches
166,Janik Haberer,de GER,MF,Union Berlin,29,1994,21,14,1221,13.6,1,1,2,1,0,0,7,0,0.07,0.07,0.15,0.07,0.15,Matches
167,Robin Hack,de GER,"FW,MF",Gladbach,24,1998,29,14,1348,15.0,10,2,12,10,0,0,2,0,0.67,0.13,0.80,0.67,0.80,Matches
168,Amadou Haidara,ml MLI,MF,RB Leipzig,25,1998,21,19,1526,17.0,2,1,3,2,0,0,5,0,0.12,0.06,0.18,0.12,0.18,Matches
170,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,26,1997,15,12,992,11.0,1,0,1,1,0,0,5,0,0.09,0.00,0.09,0.09,0.09,Matches
176,Benjamin Henrichs,de GER,"DF,MF",RB Leipzig,26,1997,33,28,2526,28.1,1,5,6,1,0,0,5,0,0.04,0.18,0.21,0.04,0.21,Matches
178,Piero Hincapié,ec ECU,DF,Leverkusen,21,2002,26,16,1484,16.5,1,2,3,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches
180,Nicolas Höfler,de GER,MF,Freiburg,33,1990,28,26,2330,25.9,1,1,2,1,0,0,10,1,0.04,0.04,0.08,0.04,0.08,Matches
181,Jonas Hofmann,de GER,MF,Leverkusen,31,1992,32,26,2204,24.5,5,7,12,5,0,0,3,0,0.20,0.29,0.49,0.20,0.49,Matches
182,Philipp Hofmann,de GER,FW,Bochum,30,1993,29,18,1571,17.5,4,2,6,4,0,0,1,0,0.23,0.11,0.34,0.23,0.34,Matches
183,Lucas Höler,de GER,"FW,MF",Freiburg,29,1994,33,26,2305,25.6,7,2,9,6,1,2,7,0,0.27,0.08,0.35,0.23,0.31,Matches
184,Fabian Holland,de GER,"MF,DF",Darmstadt 98,33,1990,23,23,1835,20.4,0,2,2,0,0,0,4,1,0.00,0.10,0.10,0.00,0.10,Matches
185,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,22,2001,28,15,1282,14.2,5,0,5,5,0,0,2,0,0.35,0.00,0.35,0.35,0.35,Matches
187,Franck Honorat,fr FRA,"MF,FW",Gladbach,26,1996,32,28,2345,26.1,3,9,12,3,0,0,1,0,0.12,0.35,0.46,0.12,0.46,Matches
188,Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,26,1996,23,10,1021,11.3,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
190,Lukáš Hrádecký,fi FIN,GK,Leverkusen,33,1989,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
191,Timo Hübers,de GER,DF,Köln,27,1996,31,31,2778,30.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Mats Hummels,de GER,DF,Dortmund,34,1988,25,20,1581,17.6,3,0,3,3,0,0,4,1,0.17,0.00,0.17,0.17,0.17,Matches
193,Denis Huseinbasic,ba BIH,MF,Köln,22,2001,26,18,1627,18.1,0,3,3,0,0,0,5,0,0.00,0.17,0.17,0.00,0.17,Matches
194,Iago,br BRA,"DF,MF",Augsburg,26,1997,23,18,1622,18.0,1,1,2,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,Matches
198,Ko Itakura,jp JPN,"DF,MF",Gladbach,26,1997,20,18,1596,17.7,3,0,3,3,0,0,9,0,0.17,0.00,0.17,0.17,0.17,Matches
199,Hiroki Ito,jp JPN,DF,Stuttgart,24,1999,26,25,2228,24.8,0,2,2,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
200,Lee Jae-sung,kr KOR,MF,Mainz 05,30,1992,29,24,2113,23.5,6,3,9,6,0,0,6,0,0.26,0.13,0.38,0.26,0.38,Matches
203,Kristijan Jakić,hr CRO,MF,Augsburg,26,1997,14,13,1051,11.7,2,1,3,2,0,0,4,0,0.17,0.09,0.26,0.17,0.26,Matches
206,Fredrik Jensen,fi FIN,MF,Augsburg,25,1997,22,18,1338,14.9,2,4,6,2,0,0,1,0,0.13,0.27,0.40,0.13,0.40,Matches
207,Moritz Jenz,de GER,DF,Wolfsburg,24,1999,22,21,1742,19.4,0,1,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05,Matches
208,Anthony Jung,de GER,"DF,MF",Werder Bremen,31,1991,31,30,2579,28.7,1,0,1,1,0,0,4,1,0.03,0.00,0.03,0.03,0.03,Matches
209,Josip Juranović,hr CRO,"MF,DF",Union Berlin,27,1995,21,14,1294,14.4,0,2,2,0,0,1,4,0,0.00,0.14,0.14,0.00,0.14,Matches
212,Julian Justvan,de GER,MF,Darmstadt 98,25,1998,14,11,1023,11.4,2,2,4,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,Matches
213,Ozan Kabak,tr TUR,DF,Hoffenheim,23,2000,28,28,2282,25.4,4,0,4,4,0,0,11,1,0.16,0.00,0.16,0.16,0.16,Matches
214,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,31,1992,29,28,2412,26.8,3,4,7,3,0,0,7,0,0.11,0.15,0.26,0.11,0.26,Matches
215,Florian Kainz,at AUT,MF,Köln,30,1992,33,29,2197,24.4,5,4,9,0,5,5,4,0,0.20,0.16,0.37,0.00,0.16,Matches
218,Kevin Kampl,si SVN,MF,RB Leipzig,32,1990,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
219,Harry Kane,eng ENG,FW,Bayern Munich,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,1.14,0.25,1.39,0.98,1.24,Matches
220,Atakan Karazor,tr TUR,MF,Stuttgart,26,1996,33,31,2623,29.1,0,4,4,0,0,0,9,0,0.00,0.14,0.14,0.00,0.14,Matches
221,Emir Karic,ba BIH,"MF,DF",Darmstadt 98,26,1997,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Silas Katompa,cd COD,MF,Stuttgart,24,1998,27,8,900,10.0,5,2,7,5,0,1,0,0,0.50,0.20,0.70,0.50,0.70,Matches
225,Yannik Keitel,de GER,"DF,MF",Freiburg,23,2000,15,11,920,10.2,1,0,1,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches
228,Tobias Kempe,de GER,MF,Darmstadt 98,34,1989,24,15,1350,15.0,3,2,5,0,3,3,1,0,0.20,0.13,0.33,0.00,0.13,Matches
229,Rani Khedira,de GER,MF,Union Berlin,29,1994,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
231,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,28,1995,28,27,2176,24.2,1,6,7,1,0,0,1,1,0.04,0.25,0.29,0.04,0.29,Matches
232,Christoph Klarer,at AUT,DF,Darmstadt 98,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,0.08,0.08,0.15,0.08,0.15,Matches
233,Tim Kleindienst,de GER,FW,Heidenheim,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,0.38,0.09,0.47,0.31,0.41,Matches
234,Lukas Klostermann,de GER,DF,RB Leipzig,27,1996,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
235,Ansgar Knauff,de GER,"MF,FW",Eintracht Frankfurt,21,2002,31,24,2109,23.4,7,2,9,7,0,0,7,1,0.30,0.09,0.38,0.30,0.38,Matches
236,Robin Knoche,de GER,DF,Union Berlin,31,1992,24,20,1917,21.3,1,0,1,1,0,1,1,0,0.05,0.00,0.05,0.05,0.05,Matches
237,Gregor Kobel,ch SUI,GK,Dortmund,25,1997,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
238,Robin Koch,de GER,DF,Eintracht Frankfurt,27,1996,31,31,2738,30.4,2,0,2,2,0,0,10,0,0.07,0.00,0.07,0.07,0.07,Matches
239,Dominik Kohr,de GER,"DF,MF",Mainz 05,29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,0.04,0.00,0.04,0.04,0.04,Matches
242,Manu Koné,fr FRA,MF,Gladbach,22,2001,22,18,1561,17.3,1,0,1,1,0,0,4,1,0.06,0.00,0.06,0.06,0.06,Matches
243,Odilon Kossounou,ci CIV,DF,Leverkusen,22,2001,22,21,1811,20.1,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches
247,Alex Král,cz CZE,MF,Union Berlin,25,1998,24,13,1370,15.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,32,1991,30,25,2199,24.4,15,6,21,10,5,5,4,0,0.61,0.25,0.86,0.41,0.65,Matches
251,Tom Krauß,de GER,MF,Mainz 05,22,2001,29,13,1346,15.0,1,2,3,1,0,0,5,0,0.07,0.13,0.20,0.07,0.20,Matches
252,Lukas Kübler,de GER,DF,Freiburg,30,1992,26,22,1847,20.5,1,0,1,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matches
256,Maxence Lacroix,fr FRA,DF,Wolfsburg,23,2000,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.15,0.04,0.19,0.15,0.19,Matches
257,Aïssa Laïdouni,tn TUN,MF,Union Berlin,26,1996,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,Matches
258,Konrad Laimer,at AUT,"MF,DF",Bayern Munich,26,1997,29,18,1772,19.7,0,3,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
260,Hugo Larsson,se SWE,MF,Eintracht Frankfurt,19,2004,29,21,1886,21.0,2,1,3,2,0,0,1,0,0.10,0.05,0.14,0.10,0.14,Matches
261,Diogo Leite,pt POR,DF,Union Berlin,24,1999,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Jamie Leweling,de GER,MF,Stuttgart,22,2001,34,17,1523,16.9,4,4,8,4,0,0,3,0,0.24,0.24,0.47,0.24,0.47,Matches
266,Philipp Lienhart,at AUT,DF,Freiburg,27,1996,15,14,1265,14.1,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
267,Matthijs de Ligt,nl NED,DF,Bayern Munich,23,1999,22,16,1390,15.4,2,0,2,2,0,0,5,0,0.13,0.00,0.13,0.13,0.13,Matches
269,Dejan Ljubicic,at AUT,MF,Köln,25,1997,26,24,2048,22.8,0,2,2,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches
271,Anthony Losilla,fr FRA,MF,Bochum,37,1986,31,31,2576,28.6,1,2,3,1,0,0,10,0,0.03,0.07,0.10,0.03,0.10,Matches
272,Castello Lukeba,fr FRA,DF,RB Leipzig,20,2002,32,24,2191,24.3,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
274,Senne Lynen,be BEL,MF,Werder Bremen,24,1999,32,20,1797,20.0,0,3,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches
275,Ian Maatsen,nl NED,DF,Dortmund,21,2002,16,15,1264,14.0,2,2,4,2,0,0,5,0,0.14,0.14,0.28,0.14,0.28,Matches
276,Matej Maglica,hr CRO,DF,Darmstadt 98,24,1998,26,21,1698,18.9,1,0,1,1,0,0,7,2,0.05,0.00,0.05,0.05,0.05,Matches
277,Arne Maier,de GER,"MF,FW",Augsburg,24,1999,22,10,1003,11.1,2,4,6,2,0,0,0,0,0.18,0.36,0.54,0.18,0.54,Matches
278,Linton Maina,de GER,MF,Köln,24,1999,31,21,1901,21.1,1,3,4,1,0,0,4,0,0.05,0.14,0.19,0.05,0.19,Matches
279,Patrick Mainka,de GER,DF,Heidenheim,28,1994,34,34,3060,34.0,2,0,2,2,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
280,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,25,1998,32,25,2106,23.4,5,5,10,3,2,2,5,0,0.21,0.21,0.43,0.13,0.34,Matches
281,Jordy Makengo,fr FRA,"DF,MF",Freiburg,21,2001,20,10,1026,11.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Donyell Malen,nl NED,"MF,FW",Dortmund,24,1999,27,21,1781,19.8,13,1,14,13,0,0,5,0,0.66,0.05,0.71,0.66,0.71,Matches
284,Lennard Maloney,us USA,MF,Heidenheim,23,1999,29,27,2284,25.4,1,1,2,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,Matches
