Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
296,Marc-Oliver Kempf,de GER,DF,Como,29,1995,31,30,2615,29.1,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
297,Kialonda,ao ANG,DF,Lecce,26,1997,24,24,2144,23.8,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches
299,Sead Kolašinac,ba BIH,DF,Atalanta,31,1993,23,23,1903,21.1,0,2,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches
300,Randal Kolo Muani,fr FRA,FW,Juventus,25,1998,16,13,1160,12.9,8,1,9,7,1,1,0,0,0.62,0.08,0.70,0.54,0.62,Matches
302,Manu Koné,fr FRA,MF,Roma,23,2001,34,31,2572,28.6,2,1,3,2,0,0,6,0,0.07,0.03,0.10,0.07,0.10,Matches
303,Teun Koopmeiners,nl NED,MF,Juventus,26,1998,28,23,1994,22.2,3,3,6,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27,Matches
304,Odilon Kossounou,ci CIV,DF,Atalanta,23,2001,18,12,1125,12.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
309,Thomas Kristensen,dk DEN,DF,Udinese,22,2002,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
310,Nikola Krstović,me MNE,FW,Lecce,24,2000,37,37,3057,34.0,11,5,16,9,2,3,6,0,0.32,0.15,0.47,0.26,0.41,Matches
311,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,23,2001,17,15,1178,13.1,5,3,8,4,1,1,1,0,0.38,0.23,0.61,0.31,0.53,Matches
312,Giorgos Kyriakopoulos,gr GRE,MF,Monza,28,1996,34,33,2845,31.6,2,4,6,2,0,0,5,0,0.06,0.13,0.19,0.06,0.19,Matches
315,Valentino Lazaro,at AUT,MF,Torino,28,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,0.00,0.23,0.23,0.00,0.23,Matches
316,Darko Lazović,rs SRB,MF,Hellas Verona,33,1990,27,17,1459,16.2,2,3,5,1,1,1,0,0,0.12,0.19,0.31,0.06,0.25,Matches
317,Manuel Lazzari,it ITA,DF,Lazio,30,1993,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
319,Nicola Leali,it ITA,GK,Genoa,31,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Rafael Leão,pt POR,"MF,FW",Milan,25,1999,34,25,2323,25.8,8,8,16,8,0,0,5,0,0.31,0.31,0.62,0.31,0.62,Matches
323,Giovanni Leoni,it ITA,DF,Parma,17,2006,17,14,1199,13.3,1,0,1,1,0,0,3,1,0.08,0.00,0.08,0.08,0.08,Matches
326,Karol Linetty,pl POL,MF,Torino,29,1995,28,18,1540,17.1,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
327,Dailon Livramento,cv CPV,"MF,FW",Hellas Verona,23,2001,29,8,940,10.4,1,1,2,1,0,0,2,1,0.10,0.10,0.19,0.10,0.19,Matches
328,Stanislav Lobotka,sk SVK,MF,Napoli,29,1994,32,31,2636,29.3,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
329,Manuel Locatelli,it ITA,MF,Juventus,26,1998,36,34,2822,31.4,2,2,4,1,1,1,9,0,0.06,0.06,0.13,0.03,0.10,Matches
330,Ruben Loftus-Cheek,eng ENG,MF,Milan,28,1996,19,10,1037,11.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
331,Ademola Lookman,ng NGA,"MF,FW",Atalanta,26,1997,31,28,2247,25.0,15,5,20,14,1,1,4,0,0.60,0.20,0.80,0.56,0.76,Matches
332,Sandi Lovrić,si SVN,MF,Udinese,26,1998,36,31,2308,25.6,2,3,5,2,0,0,5,0,0.08,0.12,0.19,0.08,0.19,Matches
333,Lorenzo Lucca,it ITA,FW,Udinese,23,2000,33,27,2353,26.1,12,1,13,11,1,1,10,0,0.46,0.04,0.50,0.42,0.46,Matches
334,Jhon Lucumí,co COL,DF,Bologna,26,1998,32,29,2614,29.0,0,1,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches
335,José Luis Palomino,ar ARG,DF,Cagliari,34,1990,18,10,1081,12.0,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
337,Romelu Lukaku,be BEL,FW,Napoli,31,1993,36,35,2843,31.6,14,10,24,11,3,4,4,0,0.44,0.32,0.76,0.35,0.66,Matches
338,Sebastiano Luperto,it ITA,DF,Cagliari,27,1996,36,36,3240,36.0,1,3,4,1,0,0,4,0,0.03,0.08,0.11,0.03,0.11,Matches
339,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,22,2002,26,19,1606,17.8,2,2,4,2,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
340,Babis Lykogiannis,gr GRE,DF,Bologna,30,1993,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.00,0.34,0.34,0.00,0.34,Matches
342,Giangiacomo Magnani,it ITA,DF,Hellas Verona,28,1995,17,11,1065,11.8,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
343,Mike Maignan,fr FRA,GK,Milan,29,1995,37,37,3294,36.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
344,Antoine Makoumbou,cg CGO,MF,Cagliari,26,1998,33,27,2150,23.9,0,3,3,0,0,0,4,1,0.00,0.13,0.13,0.00,0.13,Matches
346,Daniel Maldini,it ITA,"MF,FW",Monza,22,2001,20,16,1306,14.5,3,0,3,3,0,0,5,0,0.21,0.00,0.21,0.21,0.21,Matches
347,Youssef Maleh,ma MAR,MF,Empoli,25,1998,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
349,Dennis Man,ro ROU,"MF,FW",Parma,25,1998,33,23,1995,22.2,4,4,8,4,0,0,0,0,0.18,0.18,0.36,0.18,0.36,Matches
350,Gianluca Mancini,it ITA,DF,Roma,28,1996,37,36,3143,34.9,2,0,2,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
352,Rolando Mandragora,it ITA,MF,Fiorentina,27,1997,29,22,1931,21.5,4,3,7,3,1,1,7,0,0.19,0.14,0.33,0.14,0.28,Matches
357,Pablo Marí,es ESP,DF,Monza,30,1993,19,19,1628,18.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
358,Pablo Marí,es ESP,DF,Fiorentina,30,1993,13,12,1098,12.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Luca Marianucci,it ITA,DF,Empoli,20,2004,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
363,Răzvan Marin,ro ROU,MF,Cagliari,28,1996,33,13,1406,15.6,3,2,5,1,2,2,4,0,0.19,0.13,0.32,0.06,0.19,Matches
364,Guillermo Maripán,cl CHI,DF,Torino,30,1994,28,27,2340,26.0,1,1,2,1,0,0,4,1,0.04,0.04,0.08,0.04,0.08,Matches
365,Aarón Martín,es ESP,"DF,MF",Genoa,27,1997,36,35,3085,34.3,0,8,8,0,0,0,5,0,0.00,0.23,0.23,0.00,0.23,Matches
367,Lautaro Martínez,ar ARG,FW,Inter,26,1997,31,31,2564,28.5,12,3,15,12,0,0,1,0,0.42,0.11,0.53,0.42,0.53,Matches
370,Adam Marušić,me MNE,DF,Lazio,31,1992,35,26,2337,26.0,4,0,4,4,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
371,Adam Masina,ma MAR,DF,Torino,30,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.05,0.09,0.14,0.05,0.14,Matches
372,Patrizio Masini,it ITA,MF,Genoa,23,2001,26,16,1538,17.1,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
373,Alan Matturro,uy URU,DF,Genoa,19,2004,13,9,900,10.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
378,Weston McKennie,us USA,"MF,DF",Juventus,25,1998,32,27,2310,25.7,2,4,6,2,0,0,3,0,0.08,0.16,0.23,0.08,0.23,Matches
379,Scott McTominay,sct SCO,MF,Napoli,27,1996,34,33,2938,32.6,12,4,16,12,0,0,3,0,0.37,0.12,0.49,0.37,0.49,Matches
381,Alex Meret,it ITA,GK,Napoli,27,1997,34,34,3005,33.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Valentin Mihaila,ro ROU,"MF,FW",Parma,24,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches
384,Vanja Milinković-Savić,rs SRB,GK,Torino,27,1997,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
385,Yerry Mina,co COL,DF,Cagliari,29,1994,31,31,2569,28.5,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,Matches
386,Juan Miranda,es ESP,DF,Bologna,24,2000,31,25,2277,25.3,0,6,6,0,0,0,4,1,0.00,0.24,0.24,0.00,0.24,Matches
387,Fabio Miretti,it ITA,MF,Genoa,20,2003,25,22,1677,18.6,3,3,6,3,0,0,2,0,0.16,0.16,0.32,0.16,0.32,Matches
388,Henrikh Mkhitaryan,am ARM,MF,Inter,35,1989,32,30,2396,26.6,1,4,5,1,0,0,4,0,0.04,0.15,0.19,0.04,0.19,Matches
390,Lorenzo Montipò,it ITA,GK,Hellas Verona,28,1996,36,36,3240,36.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Álvaro Morata,es ESP,"FW,MF",Milan,31,1992,16,13,1099,12.2,5,0,5,5,0,0,5,0,0.41,0.00,0.41,0.41,0.41,Matches
392,Alberto Moreno,es ESP,DF,Como,32,1992,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Tete Morente,es ESP,"MF,FW",Lecce,27,1996,31,23,2021,22.5,3,2,5,3,0,0,5,0,0.13,0.09,0.22,0.13,0.22,Matches
395,Nikola Moro,hr CRO,MF,Bologna,26,1998,22,15,1208,13.4,0,2,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
396,Daniel Mosquera,co COL,FW,Hellas Verona,24,1999,35,12,1375,15.3,5,1,6,5,0,0,4,0,0.33,0.07,0.39,0.33,0.39,Matches
397,Dany Mota,pt POR,"MF,FW",Monza,26,1998,31,24,2104,23.4,5,2,7,5,0,0,3,0,0.21,0.09,0.30,0.21,0.30,Matches
399,Yunus Musah,us USA,"MF,FW",Milan,21,2002,29,19,1571,17.5,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches
402,Obite N'Dicka,ci CIV,DF,Roma,24,1999,38,38,3420,38.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
404,Michel Ndary Adopo,fr FRA,MF,Cagliari,24,2000,35,27,2409,26.8,1,1,2,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,Matches
406,Dan Ndoye,ch SUI,"MF,FW",Bologna,23,2000,30,26,2143,23.8,8,4,12,6,2,2,4,0,0.34,0.17,0.50,0.25,0.42,Matches
408,David Neres,br BRA,FW,Napoli,27,1997,28,13,1283,14.3,2,4,6,2,0,0,1,0,0.14,0.28,0.42,0.14,0.42,Matches
411,Hans Nicolussi Caviglia,it ITA,MF,Venezia,24,2000,35,33,2861,31.8,4,2,6,4,0,0,7,1,0.13,0.06,0.19,0.13,0.19,Matches
416,Adam Obert,sk SVK,"DF,MF",Cagliari,21,2002,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches
417,Jens Odgaard,dk DEN,MF,Bologna,25,1999,29,24,1952,21.7,6,1,7,6,0,0,1,0,0.28,0.05,0.32,0.28,0.32,Matches
421,Maduka Okoye,ng NGA,GK,Udinese,24,1999,25,25,2250,25.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
422,Mathías Olivera,uy URU,DF,Napoli,26,1997,32,26,2370,26.3,0,2,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
425,Gaetano Oristanio,it ITA,"FW,MF",Venezia,21,2002,37,29,2315,25.7,3,3,6,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,Matches
426,Riccardo Orsolini,it ITA,"MF,FW",Bologna,27,1997,30,23,1878,20.9,15,4,19,12,3,3,2,0,0.72,0.19,0.91,0.58,0.77,Matches
439,Leandro Paredes,ar ARG,MF,Roma,30,1994,22,15,1373,15.3,3,1,4,1,2,2,4,0,0.20,0.07,0.26,0.07,0.13,Matches
440,Fabiano Parisi,it ITA,"MF,DF",Fiorentina,23,2000,26,11,1124,12.5,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches
441,Mario Pašalić,hr CRO,MF,Atalanta,29,1995,34,23,1967,21.9,3,4,7,3,0,1,1,0,0.14,0.18,0.32,0.14,0.32,Matches
444,Benjamin Pavard,fr FRA,DF,Inter,28,1996,23,18,1584,17.6,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
445,Strahinja Pavlović,rs SRB,DF,Milan,23,2001,24,21,1864,20.7,2,1,3,2,0,0,3,1,0.10,0.05,0.14,0.10,0.14,Matches
447,Martín Payero,ar ARG,MF,Udinese,25,1998,25,16,1381,15.3,1,1,2,1,0,0,5,0,0.07,0.07,0.13,0.07,0.13,Matches
448,Nicolás Paz,ar ARG,"MF,FW",Como,19,2004,35,30,2687,29.9,6,8,14,6,0,1,6,0,0.20,0.27,0.47,0.20,0.47,Matches
449,Marcus Pedersen,no NOR,"MF,DF",Torino,24,2000,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
450,Pedro,es ESP,"MF,FW",Lazio,37,1987,30,6,1102,12.2,10,1,11,8,2,2,2,0,0.82,0.08,0.90,0.65,0.74,Matches
452,Lorenzo Pellegrini,it ITA,MF,Roma,28,1996,25,20,1626,18.1,2,1,3,1,1,1,4,0,0.11,0.06,0.17,0.06,0.11,Matches
453,Luca Pellegrini,it ITA,DF,Lazio,25,1999,22,10,1067,11.9,0,4,4,0,0,0,5,0,0.00,0.34,0.34,0.00,0.34,Matches
457,Pedro Pereira,pt POR,"MF,DF",Monza,26,1998,35,32,2665,29.6,1,3,4,1,0,0,10,0,0.03,0.10,0.14,0.03,0.14,Matches
459,Kike Pérez,es ESP,MF,Venezia,27,1997,16,13,1114,12.4,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
463,Máximo Perrone,ar ARG,MF,Como,21,2003,26,20,1857,20.6,0,3,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,Matches
466,Giuseppe Pezzella,it ITA,MF,Empoli,26,1997,35,34,2878,32.0,0,3,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,Matches
467,Roberto Piccoli,it ITA,FW,Cagliari,23,2001,37,37,3127,34.7,10,1,11,9,1,1,6,0,0.29,0.03,0.32,0.26,0.29,Matches
469,Santiago Pierotti,ar ARG,"MF,FW",Lecce,23,2001,36,22,1937,21.5,4,2,6,4,0,0,6,1,0.19,0.09,0.28,0.19,0.28,Matches
470,Balthazar Pierret,fr FRA,MF,Lecce,24,2000,30,21,1723,19.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
471,Andrea Pinamonti,it ITA,FW,Genoa,25,1999,36,33,2850,31.7,10,1,11,10,0,1,4,0,0.32,0.03,0.35,0.32,0.35,Matches
473,Niccolò Pisilli,it ITA,MF,Roma,19,2004,28,11,1227,13.6,2,1,3,2,0,0,7,0,0.15,0.07,0.22,0.15,0.22,Matches
476,Tommaso Pobega,it ITA,MF,Bologna,25,1999,21,13,1178,13.1,2,2,4,2,0,0,6,2,0.15,0.15,0.31,0.15,0.31,Matches
477,Joel Pohjanpalo,fi FIN,FW,Venezia,29,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,0.34,0.00,0.34,0.17,0.17,Matches
478,Matteo Politano,it ITA,"FW,MF",Napoli,30,1993,37,34,2804,31.2,3,4,7,3,0,0,3,0,0.10,0.13,0.22,0.10,0.22,Matches
479,Marin Pongračić,hr CRO,DF,Fiorentina,26,1997,20,14,1367,15.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
483,Ivan Provedel,it ITA,GK,Lazio,30,1994,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Christian Pulisic,us USA,"MF,FW",Milan,25,1998,34,29,2478,27.5,11,9,20,8,3,4,1,0,0.40,0.33,0.73,0.29,0.62,Matches
486,Ionuț Radu,ro ROU,GK,Venezia,27,1997,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Hamza Rafia,tn TUN,MF,Lecce,25,1999,18,14,1058,11.8,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
489,Ylber Ramadani,al ALB,MF,Lecce,28,1996,29,21,1807,20.1,1,1,2,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,Matches
490,Luca Ranieri,it ITA,DF,Fiorentina,25,1999,36,35,3071,34.1,1,3,4,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,Matches
491,Giacomo Raspadori,it ITA,"FW,MF",Napoli,24,2000,26,11,1103,12.3,6,1,7,6,0,0,1,0,0.49,0.08,0.57,0.49,0.57,Matches
492,Federico Ravaglia,it ITA,GK,Bologna,24,1999,12,11,1056,11.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
494,Tijjani Reijnders,nl NED,MF,Milan,26,1998,37,36,3128,34.8,10,4,14,10,0,0,2,1,0.29,0.12,0.40,0.29,0.40,Matches
495,Pepe Reina,es ESP,GK,Como,41,1982,12,12,1034,11.5,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
497,Mateo Retegui,it ITA,FW,Atalanta,25,1999,36,32,2383,26.5,25,8,33,21,4,5,3,0,0.94,0.30,1.25,0.79,1.10,Matches
498,Samuele Ricci,it ITA,MF,Torino,22,2001,34,34,2825,31.4,1,1,2,1,0,0,8,1,0.03,0.03,0.06,0.03,0.06,Matches
499,Amir Richardson,ma MAR,MF,Fiorentina,22,2002,27,10,1099,12.2,1,1,2,1,0,0,6,0,0.08,0.08,0.16,0.08,0.16,Matches
501,Alessio Romagnoli,it ITA,DF,Lazio,29,1995,32,31,2672,29.7,2,0,2,2,0,0,4,2,0.07,0.00,0.07,0.07,0.07,Matches
502,Marten de Roon,nl NED,"MF,DF",Atalanta,33,1991,36,34,3058,34.0,4,4,8,4,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
504,Nicolò Rovella,it ITA,MF,Lazio,22,2001,33,31,2718,30.2,0,3,3,0,0,0,13,0,0.00,0.10,0.10,0.00,0.10,Matches
505,Amir Rrahmani,xk KVX,DF,Napoli,30,1994,38,38,3406,37.8,1,3,4,1,0,0,2,0,0.03,0.08,0.11,0.03,0.11,Matches
507,Matteo Ruggeri,it ITA,"MF,DF",Atalanta,22,2002,30,19,1751,19.5,0,3,3,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
508,Stefano Sabelli,it ITA,"DF,MF",Genoa,31,1993,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
509,Alexis Saelemaekers,be BEL,"MF,FW",Roma,25,1999,22,17,1389,15.4,7,3,10,7,0,0,4,0,0.45,0.19,0.65,0.45,0.65,Matches
515,Lazar Samardzic,rs SRB,MF,Atalanta,22,2002,31,7,1169,13.0,2,1,3,2,0,0,3,0,0.15,0.08,0.23,0.15,0.23,Matches
517,Antonio Sanabria,py PAR,FW,Torino,28,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,0.14,0.07,0.20,0.14,0.20,Matches
520,Amin Sarr,se SWE,FW,Hellas Verona,23,2001,32,25,1907,21.2,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24,Matches
521,Razvan Sava,ro ROU,GK,Udinese,22,2002,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Nicolò Savona,it ITA,DF,Juventus,21,2003,28,19,1724,19.2,2,1,3,2,0,0,5,0,0.10,0.05,0.16,0.10,0.16,Matches
526,Joël Schingtienne,be BEL,DF,Venezia,21,2002,16,12,1122,12.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Simone Scuffet,it ITA,GK,Cagliari,28,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Suat Serdar,de GER,MF,Hellas Verona,27,1997,22,16,1376,15.3,2,1,3,2,0,0,4,1,0.13,0.07,0.20,0.13,0.20,Matches
532,Stephan El Shaarawy,it ITA,"MF,FW",Roma,31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,0.25,0.33,0.57,0.25,0.57,Matches
534,Eldor Shomurodov,uz UZB,FW,Roma,29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,0.33,0.33,0.66,0.33,0.66,Matches
538,Łukasz Skorupski,pl POL,GK,Bologna,33,1991,27,27,2364,26.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Simon Sohm,ch SUI,MF,Parma,23,2001,37,36,2989,33.2,4,0,4,4,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches
542,Oumar Solet,fr FRA,DF,Udinese,24,2000,19,19,1672,18.6,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16,Matches
544,Yann Sommer,ch SUI,GK,Inter,35,1988,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Borna Sosa,hr CRO,"MF,DF",Torino,26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
548,Matìas Soulé,ar ARG,MF,Roma,21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,0.25,0.25,0.51,0.25,0.51,Matches
549,Leonardo Spinazzola,it ITA,"DF,MF",Napoli,31,1993,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,Matches
551,Filip Stankovic,rs SRB,GK,Venezia,22,2002,16,16,1367,15.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
553,Gabriel Strefezza,br BRA,"MF,FW",Como,27,1997,37,32,2619,29.1,6,4,10,6,0,0,5,0,0.21,0.14,0.34,0.21,0.34,Matches
555,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,22,2002,31,27,2080,23.1,0,1,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches
556,Zion Suzuki,jp JPN,GK,Parma,21,2002,37,37,3314,36.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
557,Marin Šverko,hr CRO,DF,Venezia,26,1998,16,12,1117,12.4,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
558,Mile Svilar,rs SRB,GK,Roma,24,1999,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Michael Svoboda,at AUT,DF,Venezia,25,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
562,Nuno Tavares,pt POR,DF,Lazio,24,2000,23,22,1686,18.7,0,8,8,0,0,0,4,1,0.00,0.43,0.43,0.00,0.43,Matches
564,Jackson Tchatchoua,cm CMR,"MF,DF",Hellas Verona,22,2001,36,36,3167,35.2,2,3,5,2,0,0,7,1,0.06,0.09,0.14,0.06,0.14,Matches
565,Casper Tengstedt,dk DEN,FW,Hellas Verona,24,2000,25,20,1517,16.9,6,1,7,5,1,1,2,0,0.36,0.06,0.42,0.30,0.36,Matches
568,Florian Thauvin,fr FRA,"FW,MF",Udinese,31,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,0.37,0.14,0.51,0.32,0.46,Matches
569,Malick Thiaw,de GER,DF,Milan,22,2001,22,19,1806,20.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Morten Thorsby,no NOR,MF,Genoa,28,1996,30,22,1898,21.1,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches
571,Khéphren Thuram,fr FRA,MF,Juventus,23,2001,35,26,2326,25.8,4,5,9,4,0,0,5,0,0.15,0.19,0.35,0.15,0.35,Matches
572,Marcus Thuram,fr FRA,FW,Inter,26,1997,32,27,2290,25.4,14,4,18,14,0,0,1,0,0.55,0.16,0.71,0.55,0.71,Matches
574,Fikayo Tomori,eng ENG,DF,Milan,26,1997,22,19,1593,17.7,0,1,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,Matches
578,Stefano Turati,it ITA,GK,Monza,22,2001,30,30,2676,29.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
581,Lautaro Valenti,ar ARG,DF,Parma,25,1999,20,18,1556,17.3,1,0,1,1,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches
582,Nicolás Valentini,ar ARG,DF,Hellas Verona,23,2001,14,13,1129,12.5,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
583,Emanuele Valeri,it ITA,"DF,MF",Parma,25,1998,35,34,2873,31.9,2,6,8,1,1,1,1,0,0.06,0.19,0.25,0.03,0.22,Matches
584,Álex Valle,es ESP,DF,Como,20,2004,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
586,Ignace Van Der Brempt,be BEL,DF,Como,22,2002,20,14,1257,14.0,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
587,Devis Vásquez,co COL,GK,Empoli,26,1998,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Johan Vásquez,mx MEX,DF,Genoa,25,1998,36,34,3041,33.8,3,0,3,3,0,0,9,0,0.09,0.00,0.09,0.09,0.09,Matches
591,Renato Veiga,pt POR,DF,Juventus,21,2003,13,12,1093,12.1,0,1,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,Matches
595,Nicolas Viola,it ITA,"MF,FW",Cagliari,34,1989,27,18,1267,14.1,3,1,4,3,0,0,2,0,0.21,0.07,0.28,0.21,0.28,Matches
596,Mattia Viti,it ITA,DF,Empoli,22,2002,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
597,Vitinha,pt POR,"FW,MF",Genoa,24,2000,25,16,1328,14.8,2,3,5,2,0,0,2,0,0.14,0.20,0.34,0.14,0.34,Matches
598,Dušan Vlahović,rs SRB,FW,Juventus,24,2000,29,21,1784,19.8,10,4,14,6,4,4,3,0,0.50,0.20,0.71,0.30,0.50,Matches
600,Nikola Vlašić,hr CRO,"MF,FW",Torino,26,1997,30,23,2117,23.5,5,4,9,3,2,2,0,0,0.21,0.17,0.38,0.13,0.30,Matches
