Player,Squad,Pos,Min,xG,xA,season
Jan Oblak,Atletico Madrid,GK,3240.0,0.0,0.0,2024-25
Giménez,Atletico Madrid,DF,1984.0,0.4644579738378525,0.36444729566574097,2024-25
Sergi Gómez,Espanyol,DF,648.0,0.16817959025502205,0.0,2024-25
Íñigo Lekue,Athletic Club,DF,757.0,0.13944076001644135,0.5742262145504355,2024-25
David Soria,Getafe,GK,3420.0,0.0,0.0,2024-25
Igor Zubeldia,Real Sociedad,DF,2283.0,0.9101601960137486,0.29074523597955704,2024-25
Álvaro Odriozola,Real Sociedad,MF,35.0,0.0,0.0,2024-25
Dani Ceballos,Real Madrid,MF,1235.0,0.30623881332576275,1.9406326478347182,2024-25
De Marcos,Athletic Club,DF,1554.0,1.15881422534585,2.8564788848161697,2024-25
Toni Lato,Mallorca,DF,615.0,0.0,0.3176251221448183,2024-25
Iñigo Martínez,Barcelona,DF,2505.0,0.5136058144271374,2.2479534801095724,2024-25
José Gayá,Valencia,DF,1839.0,1.3299360536038876,3.3860637098550797,2024-25
Dimitri Foulquier,Valencia,DF,2293.0,0.6142633771523833,1.5556177590042353,2024-25
Alfonso,Villarreal,DF,443.0,0.3776124268770218,1.3253800980746746,2024-25
Amath Diedhiou,Real Valladolid,FW,366.0,0.31370776519179344,0.5991875231266022,2024-25
Remiro,Real Sociedad,GK,3240.0,0.0,0.020918255671858788,2024-25
Gerard Gumbau,Rayo Vallecano,MF,824.0,1.2887544548138976,1.1936628250405192,2024-25
Stole Dimitrievski,Valencia,GK,360.0,0.0,0.0,2024-25
Axel Witsel,Atletico Madrid,DF,845.0,0.061065591871738434,0.8424561601132154,2024-25
Hamari Traore,Real Sociedad,DF,725.0,0.32943278551101685,0.15527166426181793,2024-25
Youssouf Sabaly,Real Betis,DF,1612.0,0.23326754476875067,0.5775195304304361,2024-25
Thomas Lemar,Atletico Madrid,MF,67.0,0.40722107887268066,0.22326013073325157,2024-25
Nabil Fekir,Real Betis,MF,180.0,0.5543373860418797,0.7182417176663876,2024-25
Jonathan Bamba,Celta Vigo,FW,823.0,0.6564540937542915,1.8708321638405323,2024-25
José Campaña,Las Palmas,MF,1208.0,0.1375535074621439,0.8891085628420115,2024-25
Aitor Fernández,Osasuna,GK,90.0,0.0,0.0,2024-25
Darwin Machís,Real Valladolid,FW,621.0,1.1362375617027283,1.0831428170204163,2024-25
Raúl de Tomás,Rayo Vallecano,MF,14.0,0.0,0.0,2024-25
Iván Villar,Celta Vigo,GK,360.0,0.0,0.0,2024-25
Benito Ramírez,Las Palmas,DF,431.0,0.31323983147740364,0.9064611420035362,2024-25
Kiko Femenía,Villarreal,DF,2242.0,0.32104807533323765,2.1311221085488796,2024-25
Jasper Cillessen,Las Palmas,GK,2339.0,0.0,0.0,2024-25
Carles Aleñá,"Alaves,Getafe",MF,1568.0,1.2464379873126745,2.068190712481737,2024-25
Diego Rico,Getafe,DF,2822.0,0.33322237711399794,3.2881504325196147,2024-25
Rubén Peña,Osasuna,FW,737.0,0.8619882110506296,0.5118131535127759,2024-25
Mikel Vesga,Athletic Club,MF,977.0,1.2418696712702513,1.0357172600924969,2024-25
Edu Expósito,Espanyol,FW,1044.0,1.1886334270238876,3.6731601301580667,2024-25
Rui Silva,Real Betis,GK,1350.0,0.0,0.08397701941430569,2024-25
Kike Barja,Osasuna,FW,296.0,0.17551968432962894,1.4770732149481773,2024-25
Unai García,Osasuna,DF,67.0,0.0,0.0,2024-25
Marc Cardona,Las Palmas,MF,98.0,0.2827252447605133,0.0,2024-25
Nacho Vidal,Osasuna,DF,109.0,0.0,0.0,2024-25
Unai Simón,Athletic Club,GK,1890.0,0.0,0.0,2024-25
Álvaro Fernández,Sevilla,GK,744.0,0.0,0.051591694355010986,2024-25
Sergi Guardiola,Rayo Vallecano,FW,321.0,2.3129940032958984,0.1707483734935522,2024-25
Jesús Vallejo,Real Madrid,DF,139.0,0.0,0.4635118953883648,2024-25
Iván Balliu,Rayo Vallecano,DF,1167.0,0.021373257040977478,0.34249318204820156,2024-25
Mihailo Ristic,Celta Vigo,DF,436.0,0.04392877593636513,0.14313375018537045,2024-25
Antonio Sivera,Alaves,GK,2817.0,0.0,0.035076986998319626,2024-25
Fabio González,Las Palmas,MF,44.0,0.07499051839113235,0.0,2024-25
Juanpe,Girona,DF,720.0,0.09127175062894821,0.17641297634691,2024-25
Ander Guevara,Alaves,MF,1969.0,0.9672462455928326,0.6741306530311704,2024-25
Sébastien Haller,Leganes,FW,404.0,0.35817818343639374,0.1350812464952469,2024-25
Unai Núñez,Athletic Club,DF,643.0,0.494532972574234,0.02594449184834957,2024-25
Djené Dakonam,Getafe,DF,2566.0,0.23097299691289663,0.5771179310977459,2024-25
Marko Dmitrovic,Leganes,GK,2880.0,0.0,0.10171622782945633,2024-25
Ferland Mendy,Real Madrid,DF,1019.0,0.0,0.6423391215503216,2024-25
Juan Soriano,Leganes,GK,540.0,0.0,0.0,2024-25
Andoni Gorosabel,Athletic Club,DF,1508.0,0.285134494304657,2.3711024783551693,2024-25
José Arnáiz,Osasuna,MF,100.0,0.3046903256326914,0.44479559920728207,2024-25
Andy Pelmard,Las Palmas,DF,202.0,0.017262747511267662,0.07758642733097076,2024-25
Aurelien Tchouameni,Real Madrid,DF,2697.0,1.8187198657542467,0.7172632608562708,2024-25
Manuel Morlanes,Mallorca,MF,1335.0,0.4533621082082391,0.45190941262990236,2024-25
Francisco Vieites,Real Betis,GK,360.0,0.026254035532474518,0.0,2024-25
Enzo Loiodice,Las Palmas,MF,661.0,0.21660929545760155,0.1672270242124796,2024-25
William Carvalho,Real Betis,MF,457.0,0.2245274968445301,0.2949858708307147,2024-25
Naif Aguerd,Real Sociedad,DF,1772.0,2.1500954031944275,0.35499830543994904,2024-25
Arthur,Girona,MF,943.0,0.27020394057035446,0.1782594732940197,2024-25
Jaime Mata,Las Palmas,FW,571.0,2.454514908604324,0.10704626888036728,2024-25
Juan Musso,Atletico Madrid,GK,180.0,0.0,0.0,2024-25
Juan Berrocal,Getafe,DF,1061.0,0.5594088397920132,0.009886503219604492,2024-25
Andriy Lunin,Real Madrid,GK,630.0,0.0,0.9174719452857971,2024-25
Roberto López,Leganes,MF,374.0,0.6060058553703129,0.8888880126178265,2024-25
Iñaki Peña,Barcelona,GK,1393.0,0.0,0.0,2024-25
Aihen Muñoz,Real Sociedad,DF,1098.0,0.15841398853808641,0.13091121800243855,2024-25
Javi Galán,Atletico Madrid,DF,1806.0,0.24462206475436687,3.3247619457542896,2024-25
Antonio Candela,Real Valladolid,DF,935.0,0.049565766006708145,0.39336270838975906,2024-25
Alex Sola,Getafe,MF,1077.0,1.0217911591753364,1.1393643002957106,2024-25
Reinildo,Atletico Madrid,DF,916.0,0.05156291276216507,0.18367374688386917,2024-25
Luca De La Torre,Celta Vigo,MF,1.0,0.0,0.0,2024-25
Moussa Diarra,Alaves,DF,1855.0,0.02481282502412796,0.1712627625092864,2024-25
Max Aarons,Valencia,DF,114.0,0.0,0.01873987913131714,2024-25
Joseph Aidoo,"Celta Vigo,Real Valladolid",DF,589.0,0.035329654812812805,0.0,2024-25
Aritz Arambarri,Leganes,DF,180.0,0.04174470156431198,0.0,2024-25
Aleksander Sedlar,Alaves,DF,599.0,0.01792372576892376,0.0,2024-25
Aridane Hernández,Rayo Vallecano,DF,1026.0,1.1384378708899021,0.05024651437997818,2024-25
Jon Moncayola,Osasuna,MF,2144.0,1.583032850176096,3.2875387091189623,2024-25
Sergio Herrera,Osasuna,GK,3330.0,0.0,0.0,2024-25
Daley Sinkgraven,Las Palmas,DF,94.0,0.0,0.01425859797745943,2024-25
Pol Lozano,Espanyol,MF,2015.0,0.1622262680903077,1.0035563968122005,2024-25
Anssumane Fati,Barcelona,MF,228.0,1.1018417924642563,0.1238601952791214,2024-25
Nianzou Kouassi,Sevilla,DF,524.0,0.1741262972354889,0.0,2024-25
Rodrigo Riquelme,Atletico Madrid,DF,493.0,1.4374090656638145,1.0267814565449953,2024-25
Alex Kral,Espanyol,FW,2699.0,1.9735915949568152,2.1177187860012054,2024-25
Thierry Correia,Valencia,DF,782.0,0.5705060213804245,0.2970562316477299,2024-25
Mateu Morey,Mallorca,DF,734.0,0.44142330437898636,0.24642183631658554,2024-25
Daniel Cárdenas,Rayo Vallecano,GK,540.0,0.0,0.0,2024-25
Sergio Carreira,Celta Vigo,DF,1658.0,0.954497255384922,2.7105087004601955,2024-25
German Valera,Valencia,MF,127.0,0.16567853651940823,0.044190116226673126,2024-25
Javi Martínez,Osasuna,MF,1.0,0.0,0.0,2024-25
Hugo Guillamón,Valencia,MF,346.0,0.05681055597960949,0.03991932049393654,2024-25
Rodrigo Sánchez,Real Betis,MF,117.0,0.13869924284517765,0.1289544701576233,2024-25
Javier López,Real Sociedad,DF,1934.0,0.1420955304056406,0.8678923957049847,2024-25
Jon Pacheco Dozagarat,Real Sociedad,DF,849.0,0.09304110705852509,0.06140895560383797,2024-25
Luka Romero,Alaves,FW,201.0,0.7706899177283049,0.2663516765460372,2024-25
Alfonso Espino,Rayo Vallecano,DF,835.0,0.7072220253758132,0.6576519934460521,2024-25
Juan Cruz,Osasuna,DF,1509.0,0.11948471330106258,0.026129532605409622,2024-25
Luis Pérez,Real Valladolid,DF,2548.0,0.15395120531320572,2.6107717398554087,2024-25
Urko Gonzalez,"Espanyol,Real Sociedad",MF,1441.0,0.6779213137924671,0.8731456827372313,2024-25
Marvin Park,Las Palmas,FW,1008.0,0.22653794661164284,1.275867696851492,2024-25
Nahuel Molina,Atletico Madrid,DF,1565.0,0.9986370727419853,1.9341567233204842,2024-25
Cenk Özkacar,Real Valladolid,DF,750.0,0.11499489098787308,0.026881974190473557,2024-25
John Finn,Getafe,MF,36.0,0.11082341335713863,0.0,2024-25
Unai Marrero,Real Sociedad,GK,180.0,0.0,0.0,2024-25
Jesús Vázquez,Valencia,DF,907.0,0.2721162671223283,0.5348998308181763,2024-25
Juan Iglesias,Getafe,DF,2888.0,1.4231894612312317,2.0262022223323584,2024-25
Antonio Blanco,Alaves,MF,2755.0,0.7065247548744082,1.7390412520617247,2024-25
Hugo Novoa Ramos,Alaves,DF,217.0,0.596488893032074,0.11582886800169945,2024-25
Abdelkabir Abqar,Alaves,DF,2489.0,0.8577928207814693,0.23812325112521648,2024-25
Beñat Turrientes,Real Sociedad,MF,933.0,0.3414947632700205,0.3740350604057312,2024-25
Carlos Domínguez,Celta Vigo,DF,1178.0,0.18909722194075584,0.05745355226099491,2024-25
Hugo Sotelo,Celta Vigo,MF,1268.0,0.20502099208533764,1.4551474852487445,2024-25
Albert Sambi Lokonga,Sevilla,MF,1482.0,0.7697582906112075,1.4027855917811394,2024-25
Karl Hein,Real Valladolid,GK,2790.0,0.0,0.0,2024-25
Giorgi Mamardashvili,Valencia,GK,3060.0,0.0,0.06858465448021889,2024-25
Diego Conde,Villarreal,GK,1965.0,0.0,0.40309885516762733,2024-25
Justin Smith,Espanyol,MF,209.0,0.0,0.028021205216646194,2024-25
Brian Oliván,Espanyol,DF,1020.0,0.4136427231132984,0.9392329398542643,2024-25
Inigo Ruiz de Galarreta,Athletic Club,MF,1502.0,0.3707461981102824,3.4690806306898594,2024-25
Dominik Greif,Mallorca,GK,2790.0,0.0,0.0,2024-25
Jesús Areso,Osasuna,DF,3111.0,0.5701641449704766,3.452265188097954,2024-25
Joan García,Espanyol,GK,3420.0,0.07224001735448837,0.0,2024-25
Henrique,Real Valladolid,DF,354.0,0.05003998056054115,0.03174110967665911,2024-25
Franco Cervi,Celta Vigo,FW,266.0,0.0,0.5923479571938515,2024-25
Álex Balde,Barcelona,DF,2303.0,0.5467977644875646,3.6562538016587496,2024-25
José Ángel Carmona,Sevilla,DF,2993.0,0.5965822013095021,1.952981909736991,2024-25
Fran García,Real Madrid,DF,2180.0,1.2241465775296092,2.21577693708241,2024-25
Óscar Valentín,Rayo Vallecano,MF,1804.0,0.7470753621309996,0.8123187460005283,2024-25
Julen Agirrezabala,Athletic Club,GK,1212.0,0.0,0.0,2024-25
Nicolás Serrano,Athletic Club,MF,107.0,0.18871727026998997,0.015419985167682171,2024-25
Leo Román,Mallorca,GK,630.0,0.0,0.0,2024-25
Gonzalo Montiel,Sevilla,DF,103.0,0.06964128464460373,0.0,2024-25
Maximiliano Caufriez,Valencia,DF,90.0,0.0,0.0,2024-25
Antonio Sánchez,Mallorca,FW,1353.0,1.2898992113769054,0.4207525495439768,2024-25
Jesús Owono,Alaves,GK,482.0,0.0,0.0,2024-25
Javi Llabrés,Mallorca,MF,60.0,0.022038977593183517,0.06293221563100815,2024-25
Peter,Getafe,MF,433.0,1.1894913874566555,0.12247736193239689,2024-25
Mika Mármol,Las Palmas,DF,2398.0,0.4563526511192322,1.5602368731051683,2024-25
Adrián Rodríguez,Alaves,GK,120.0,0.0,0.0,2024-25
Iker Benito,Osasuna,MF,28.0,0.0,0.019961753860116005,2024-25
Chiquinho,Mallorca,MF,134.0,0.24903703294694424,0.03559113293886185,2024-25
Eray Cömert,Real Valladolid,DF,1800.0,1.2057364508509636,0.0,2024-25
Jesús Santiago,Getafe,MF,333.0,0.022750316187739372,0.0,2024-25
Damián Rodríguez,Celta Vigo,MF,934.0,0.12720003724098206,0.7659732662141323,2024-25
Scott McKenna,Las Palmas,DF,2468.0,1.1912503112107515,0.24653062969446182,2024-25
Omar El Hilali,Espanyol,DF,3173.0,0.03116757422685623,1.2102727070450783,2024-25
Álvaro Aguado,Espanyol,MF,421.0,0.4823393300175667,0.7499874103814363,2024-25
David Torres,Real Valladolid,DF,1384.0,0.21321159973740578,0.010946216993033886,2024-25
Fran Pérez,Valencia,MF,497.0,0.2854073029011488,1.9469192065298557,2024-25
Samú Costa,Mallorca,MF,2667.0,2.070507390424609,1.747686741873622,2024-25
Malcom Adu,Athletic Club,MF,12.0,0.0,0.0,2024-25
Copete,Mallorca,DF,1511.0,0.5529027758166194,0.0,2024-25
Gorka Rivera,Getafe,MF,15.0,0.0,0.0,2024-25
Marcão,Sevilla,DF,547.0,0.0,0.0,2024-25
André Almeida,Valencia,FW,2019.0,1.4373879488557577,3.6807948546484113,2024-25
Pep Chavarría,Rayo Vallecano,DF,2574.0,1.2517127385362983,1.7112761475145817,2024-25
Lucas Rosa,Real Valladolid,DF,1890.0,0.8605911070480943,2.0154185853898525,2024-25
Jon Magunacelaya,Real Sociedad,MF,5.0,0.0,0.0,2024-25
Diego Hormigo,Sevilla,MF,37.0,0.11530409753322601,0.0,2024-25
Mario Martín,Real Valladolid,MF,1740.0,1.6727460799738765,1.3807980883866549,2024-25
José Gragera,Espanyol,MF,580.0,0.04029896482825279,0.020461222156882286,2024-25
Iker Muñoz,Osasuna,MF,554.0,0.521794113330543,0.968973096460104,2024-25
Alberto Mari,Valencia,MF,2.0,0.0,0.0,2024-25
Mario Maroto,Real Valladolid,MF,56.0,0.018085360527038574,0.025320235639810562,2024-25
Francisco González,Real Madrid,GK,90.0,0.0,0.0,2024-25
Daniel Rodríguez,Barcelona,MF,37.0,0.04132027551531792,0.0,2024-25
Martín Tejón,Valencia,MF,32.0,0.07554540038108826,0.02823927067220211,2024-25
Silvi Clua,Girona,MF,163.0,0.033975085243582726,0.03396781533956528,2024-25
Iker Almena,Girona,MF,40.0,0.04078073054552078,0.5271588806062937,2024-25
Álex Suárez,Las Palmas,DF,2498.0,0.3234486058354378,0.1860176008194685,2024-25
Kirian Rodríguez,Las Palmas,MF,1792.0,1.693218463100493,1.669024096801877,2024-25
Pejiño,Las Palmas,MF,12.0,0.02730782888829708,0.0,2024-25
Juan Herzog,Las Palmas,DF,1321.0,0.586847435683012,0.0,2024-25
Siebe Van der Heyden,Mallorca,DF,92.0,0.02571023255586624,0.04254746437072754,2024-25
Javier Martón,Athletic Club,MF,43.0,0.0,0.0,2024-25
Akor Adams,Sevilla,FW,122.0,0.4311645030975342,0.0,2024-25
Abderrahmane Rebbach,Alaves,FW,381.0,0.32793736085295677,0.27545187063515186,2024-25
André Ferreira,Real Valladolid,GK,540.0,0.0,0.0,2024-25
Adrià Alti,Leganes,DF,1645.0,0.24961038772016764,0.5857671527191997,2024-25
Sergi Altimira,Real Betis,MF,1985.0,1.6414828356355429,1.7734992038458586,2024-25
Daniel Luna,Mallorca,MF,15.0,0.0,0.0,2024-25
Pau Cubarsí,Barcelona,DF,2631.0,0.9356927424669266,1.5360766984522343,2024-25
Gonzalo García,Real Madrid,MF,46.0,0.4881730079650879,0.9246947169303894,2024-25
David López,Mallorca,DF,172.0,0.0,0.0,2024-25
Adrián Niño,Atletico Madrid,MF,10.0,0.15880247950553894,0.0,2024-25
Yarek Gasiorowski,Valencia,DF,944.0,1.0283358693122864,0.1623669546097517,2024-25
Nabil Aberdin,Getafe,MF,270.0,0.03285218682140112,0.010965962894260883,2024-25
Hector Fort,Barcelona,DF,552.0,0.2694935295730829,1.3017480783164501,2024-25
Álex Padilla,Athletic Club,GK,315.0,0.0,0.0,2024-25
Darío Benavides,Sevilla,MF,3.0,0.0,0.0,2024-25
Aingeru Olabarrieta,Athletic Club,MF,56.0,0.0,0.0,2024-25
Willy Kambwala,Villarreal,DF,1097.0,0.22620321437716484,0.07206991314888,2024-25
Nobel Mendy,Real Betis,DF,105.0,0.0,0.0,2024-25
David Otorbi,Valencia,MF,7.0,0.0,0.0,2024-25
Augusto Batalla,Rayo Vallecano,GK,2880.0,0.0,0.025127990171313286,2024-25
Jaílson,Celta Vigo,DF,600.0,0.1419549621641636,0.009372063912451267,2024-25
Jon Martín,Real Sociedad,DF,884.0,0.5016385391354561,0.15742150135338306,2024-25
Adam Aznou,Real Valladolid,DF,884.0,0.2700843885540962,0.5333969108760357,2024-25
Tadeo Allende,Celta Vigo,MF,1.0,0.0,0.0,2024-25
Valentín Barco,Sevilla,DF,279.0,0.2852184399962425,0.42660581693053246,2024-25
Alberto Risco,Getafe,MF,46.0,0.12849104404449463,0.15256121195852757,2024-25
Yoel Lago,Celta Vigo,DF,589.0,0.0,0.03326943516731262,2024-25
Stoichkov,Alaves,FW,675.0,1.194492194801569,1.0295014828443527,2024-25
Adrián Pica,Alaves,DF,489.0,0.6004659123718739,0.06241459399461746,2024-25
Alejandro Francés,Girona,DF,1188.0,0.160219831392169,0.33341701701283455,2024-25
Adama Boiro,Athletic Club,DF,1120.0,0.3871587850153446,0.4125944208353758,2024-25
Aboubacar Bassinga,Las Palmas,MF,2.0,0.0,0.0,2024-25
Viti Rozada,Las Palmas,DF,2005.0,0.06697579100728035,1.4213977381587029,2024-25
Valentín Pezzolesi,Las Palmas,MF,5.0,0.0,0.0,2024-25
Dinko Horkas,Las Palmas,GK,1081.0,0.0,0.0,2024-25
Julián Chicco,Leganes,DF,273.0,0.3933754116296768,0.4953148066997528,2024-25
Carlos Guirao,Real Betis,MF,123.0,0.0,0.0,2024-25
Rodrigo Abajas,Valencia,DF,68.0,0.028700169175863266,0.0,2024-25
Marc Bernal,Barcelona,MF,256.0,0.05606347694993019,0.0110369473695755,2024-25
Sergi Domínguez,Barcelona,DF,177.0,0.0,0.0,2024-25
Pelayo Fernández,Rayo Vallecano,DF,97.0,0.0,0.0,2024-25
Etienne Eto&#039;o Pineda,Rayo Vallecano,MF,35.0,0.0,0.0,2024-25
Marc Domenech,Mallorca,FW,297.0,0.7432425078004599,0.2158001670613885,2024-25
Stanko Juric,Real Valladolid,MF,1757.0,0.38851284980773926,0.5273087993264198,2024-25
Víctor Meseguer,Real Valladolid,MF,376.0,0.4323925329372287,0.025211671367287636,2024-25
Arnau Rafús,Real Valladolid,GK,90.0,0.0,0.0,2024-25
Raúl Chasco,Real Valladolid,DF,127.0,0.0,0.03962339460849762,2024-25
Antoniu Roca,Espanyol,MF,1023.0,1.0565010253340006,1.204389225691557,2024-25
Rafael Bauza,Espanyol,MF,183.0,0.08384795021265745,0.0,2024-25
Arnau Solà,Villarreal,MF,8.0,0.0,0.0,2024-25
Pau Navarro,Villarreal,DF,902.0,0.01571161486208439,0.014179629273712635,2024-25
Luiz Júnior,Villarreal,GK,1455.0,0.0,0.0,2024-25
Jan Salas,Mallorca,MF,32.0,0.061538223177194595,0.0,2024-25
Iker Córdoba,Valencia,MF,7.0,0.0,0.05422019213438034,2024-25
Santiago Mouriño,Alaves,DF,1827.0,1.0117421904578805,0.9486839417368174,2024-25
Naci Ünüvar,Espanyol,MF,13.0,0.020940804854035378,0.024446073919534683,2024-25
Daniel Requena,Villarreal,MF,4.0,0.0,0.0,2024-25
Chema Andres,Real Madrid,MF,4.0,0.0,0.0,2024-25
Juma Bah,Real Valladolid,DF,862.0,0.1810958832502365,0.017991285771131516,2024-25
Abdoulaye Keita,Getafe,MF,92.0,0.0552290640771389,0.0,2024-25
David Argüelles,Getafe,MF,4.0,0.0,0.0,2024-25
Mateo Flores,Real Betis,MF,137.0,0.0,0.0,2024-25
Peio Canales,Athletic Club,MF,247.0,0.19718201272189617,0.48876582086086273,2024-25
Mateo Mejia,Sevilla,MF,9.0,0.0,0.0,2024-25
Kim Min-Su,Girona,MF,19.0,0.0,0.0,2024-25
Papa Dame Ba,Girona,MF,48.0,0.07308053225278854,0.0,2024-25
Ferrán Ruiz,Girona,MF,14.0,0.0,0.0,2024-25
Israel Domínguez,Sevilla,MF,15.0,0.0,0.0,2024-25
Raúl,Real Madrid,DF,1675.0,0.07389555126428604,0.758505895268172,2024-25
Lorenzo Aguado,Real Madrid,MF,2.0,0.0,0.0,2024-25
Daniel Yáñez,Real Madrid,MF,1.0,0.0,0.0,2024-25
Adrián Arnu,Real Valladolid,MF,35.0,0.4803195297718048,0.0,2024-25
Álvaro Pascual,Sevilla,MF,43.0,0.0,0.0,2024-25
Víctor Muñoz,Real Madrid,MF,27.0,0.33549484610557556,0.0,2024-25
Thiago Ojeda,Villarreal,MF,2.0,0.015452169813215733,0.0,2024-25
Facundo Garcés,Alaves,DF,670.0,0.11383035965263844,0.7587253376841545,2024-25
Ismael Bekhoucha,Getafe,MF,51.0,0.0,0.0,2024-25
Sergio Viera,Las Palmas,MF,92.0,0.018044117838144302,0.0,2024-25
Ángel Ortiz,Real Betis,DF,352.0,0.05499137658625841,0.3685908541083336,2024-25
Sergio Arribas,Real Betis,DF,90.0,0.0,0.0,2024-25
Pablo García,Real Betis,MF,29.0,0.0,0.0,2024-25
Leandro Antonetti,Sevilla,MF,17.0,0.279886394739151,0.025769414380192757,2024-25
Tamás Nikitscher,Real Valladolid,DF,853.0,0.01941521279513836,0.030480466783046722,2024-25
Vladyslav Krapyvtsov,Girona,GK,180.0,0.0,0.0,2024-25
Endika Bujan,Athletic Club,MF,2.0,0.0,0.0,2024-25
Iván Jaime,Valencia,MF,277.0,0.4353244826197624,0.38603609055280685,2024-25
Borna Barisic,Leganes,DF,9.0,0.0,0.0,2024-25
Duk,Leganes,MF,149.0,0.03150592092424631,0.5542192105203867,2024-25
Luken Beitia,Real Sociedad,MF,4.0,0.0,0.0,2024-25
Diego Martín,Las Palmas,MF,30.0,0.017401913180947304,0.0,2024-25
Roger Hinojo,Espanyol,MF,5.0,0.0,0.0,2024-25
Daniel Díaz,Real Sociedad,MF,7.0,0.0,0.0,2024-25
Iago Parente,Real Valladolid,DF,73.0,0.0,0.023362308740615845,2024-25
Ibrahim Alani,Real Valladolid,MF,154.0,0.015386966057121754,0.0,2024-25
Xavi Moreno,Real Valladolid,FW,49.0,0.0,0.0,2024-25
Arturo Rodríguez,Las Palmas,MF,18.0,0.0,0.0,2024-25
José Carlos González,Las Palmas,MF,8.0,0.0,0.0,2024-25
