Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
445,Ibrahim Salah,ma MAR,"MF,FW",Rennes,21,2001,5.8,,,,,,,,,,,,,,,1,,,,,,Matches
446,Amine Salama,fr FRA,FW,Reims,23,2000,3.5,,,,,,,,,,,,,,,0,,,,,,Matches
447,Mohammed Salisu,gh GHA,DF,Monaco,24,1999,11.5,,,,,,,,,,,,,,,1,,,,,,Matches
448,Yoann Salmier,gf GUF,DF,Le Havre,30,1992,17.4,,,,,,,,,,,,,,,1,,,,,,Matches
449,Mama Samba Baldé,gw GNB,FW,Lyon,27,1995,6.1,,,,,,,,,,,,,,,3,,,,,,Matches
450,Brice Samba,fr FRA,GK,Lens,29,1994,33.0,,,,,,,,,,,,,,,0,,,,,,Matches
451,Ibou Sané,sn SEN,FW,Metz,18,2005,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
452,Sadibou Sané,sn SEN,DF,Metz,19,2004,9.4,,,,,,,,,,,,,,,0,,,,,,Matches
453,Arouna Sangante,sn SEN,DF,Le Havre,21,2002,29.9,,,,,,,,,,,,,,,0,,,,,,Matches
454,Morgan Sanson,fr FRA,MF,Nice,28,1994,21.8,,,,,,,,,,,,,,,3,,,,,,Matches
455,Baptiste Santamaria,fr FRA,MF,Rennes,28,1995,21.4,,,,,,,,,,,,,,,1,,,,,,Matches
456,Andrey Santos,br BRA,MF,Strasbourg,19,2004,9.2,,,,,,,,,,,,,,,0,,,,,,Matches
457,Tiago Santos,pt POR,DF,Lille,21,2002,26.3,,,,,,,,,,,,,,,2,,,,,,Matches
458,Amin Sarr,se SWE,FW,Lyon,22,2001,1.1,,,,,,,,,,,,,,,0,,,,,,Matches
459,Ismaila Sarr,sn SEN,"MF,FW",Marseille,25,1998,16.1,,,,,,,,,,,,,,,4,,,,,,Matches
460,Mamadou Sarr,sn SEN,DF,Lyon,17,2005,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
461,Martin Satriano,uy URU,"FW,MF",Brest,22,2001,20.7,,,,,,,,,,,,,,,4,,,,,,Matches
462,Téji Savanier,fr FRA,MF,Montpellier,31,1991,30.7,,,,,,,,,,,,,,,6,,,,,,Matches
463,Niklas Schmidt,de GER,MF,Toulouse,25,1998,14.1,,,,,,,,,,,,,,,1,,,,,,Matches
464,Jérémy Sebas,mq MTQ,"MF,FW",Strasbourg,20,2003,4.4,,,,,,,,,,,,,,,0,,,,,,Matches
465,Alidu Seidu,gh GHA,DF,Rennes,23,2000,6.6,,,,,,,,,,,,,,,0,,,,,,Matches
466,Alidu Seidu,gh GHA,DF,Clermont Foot,23,2000,12.6,,,,,,,,,,,,,,,1,,,,,,Matches
467,Matz Sels,be BEL,GK,Strasbourg,31,1992,19.0,,,,,,,,,,,,,,,0,,,,,,Matches
468,Marvin Senaya,tg TOG,"DF,MF",Strasbourg,22,2001,23.8,,,,,,,,,,,,,,,1,,,,,,Matches
469,Sofiane Sidi Ali,fr FRA,FW,Marseille,28,1995,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
470,Vincent Sierro,ch SUI,MF,Toulouse,27,1995,25.1,,,,,,,,,,,,,,,2,,,,,,Matches
471,Caio Henrique Oliveira Silva,br BRA,"MF,DF",Monaco,26,1997,6.9,,,,,,,,,,,,,,,5,,,,,,Matches
472,Moses Simon,ng NGA,"MF,FW",Nantes,28,1995,19.9,,,,,,,,,,,,,,,5,,,,,,Matches
473,Wilfried Singo,ci CIV,DF,Monaco,22,2000,24.3,,,,,,,,,,,,,,,1,,,,,,Matches
474,Ayanda Sishuba,be BEL,MF,Lens,18,2005,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
475,Ibrahima Sissoko,ml MLI,MF,Strasbourg,25,1997,18.2,,,,,,,,,,,,,,,1,,,,,,Matches
476,Moussa Sissoko,fr FRA,MF,Nantes,33,1989,20.2,,,,,,,,,,,,,,,0,,,,,,Matches
477,Milan Škriniar,sk SVK,DF,Paris Saint-Germain,28,1995,18.1,,,,,,,,,,,,,,,0,,,,,,Matches
478,Naatan Skyttä,fi FIN,MF,Toulouse,21,2002,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
479,Eduard Sobol,ua UKR,"DF,MF",Strasbourg,28,1995,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
480,Emran Soglo,fr FRA,MF,Marseille,18,2005,1.2,,,,,,,,,,,,,,,1,,,,,,Matches
481,Carlos Soler,es ESP,"MF,DF",Paris Saint-Germain,26,1997,12.1,,,,,,,,,,,,,,,2,,,,,,Matches
482,Florian Sotoca,fr FRA,"MF,FW",Lens,32,1990,28.9,,,,,,,,,,,,,,,6,,,,,,Matches
483,Issa Soumaré,sn SEN,"FW,MF",Le Havre,22,2000,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
484,Saidou Sow,gn GUI,DF,Strasbourg,21,2002,8.0,,,,,,,,,,,,,,,1,,,,,,Matches
485,Stijn Spierings,nl NED,MF,Toulouse,27,1996,16.8,,,,,,,,,,,,,,,1,,,,,,Matches
486,Stijn Spierings,nl NED,MF,Lens,27,1996,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
487,Benjamin Stambouli,fr FRA,MF,Reims,32,1990,3.2,,,,,,,,,,,,,,,1,,,,,,Matches
488,Gabriel Suazo,cl CHI,"DF,MF",Toulouse,25,1997,26.2,,,,,,,,,,,,,,,4,,,,,,Matches
489,Abakar Sylla,ci CIV,DF,Strasbourg,20,2002,19.9,,,,,,,,,,,,,,,0,,,,,,Matches
490,Dembo Sylla,gn GUI,MF,Lorient,20,2002,0.5,,,,,,,,,,,,,,,0,,,,,,Matches
491,Issiaga Sylla,gn GUI,"DF,MF",Montpellier,29,1994,16.2,,,,,,,,,,,,,,,2,,,,,,Matches
492,Musa Al-Taamari,jo JOR,"MF,FW",Montpellier,26,1997,21.4,,,,,,,,,,,,,,,2,,,,,,Matches
493,Nicolás Tagliafico,ar ARG,"DF,MF",Lyon,30,1992,23.6,,,,,,,,,,,,,,,1,,,,,,Matches
494,Montassar Talbi,tn TUN,DF,Lorient,25,1998,24.5,,,,,,,,,,,,,,,0,,,,,,Matches
495,Oussama Targhalline,ma MAR,MF,Le Havre,21,2002,11.4,,,,,,,,,,,,,,,0,,,,,,Matches
496,Enzo Tchato,cm CMR,DF,Montpellier,20,2002,12.5,,,,,,,,,,,,,,,0,,,,,,Matches
497,Arnau Tenas,es ESP,GK,Paris Saint-Germain,22,2001,5.9,,,,,,,,,,,,,,,1,,,,,,Matches
498,Martin Terrier,fr FRA,"FW,MF",Rennes,26,1997,17.0,,,,,,,,,,,,,,,3,,,,,,Matches
499,Benjamin Tetteh,gh GHA,FW,Metz,26,1997,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
500,Teddy Teuma,mt MLT,MF,Reims,29,1993,23.5,,,,,,,,,,,,,,,3,,,,,,Matches
501,Arthur Theate,be BEL,DF,Rennes,23,2000,25.5,,,,,,,,,,,,,,,0,,,,,,Matches
502,Adrien Thomasson,fr FRA,MF,Lens,29,1993,13.3,,,,,,,,,,,,,,,2,,,,,,Matches
503,Khéphren Thuram,fr FRA,MF,Nice,22,2001,23.4,,,,,,,,,,,,,,,1,,,,,,Matches
504,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,24,1999,15.3,,,,,,,,,,,,,,,1,,,,,,Matches
505,Jean-Clair Todibo,fr FRA,DF,Nice,23,1999,29.5,,,,,,,,,,,,,,,2,,,,,,Matches
506,Corentin Tolisso,fr FRA,MF,Lyon,28,1994,19.3,,,,,,,,,,,,,,,1,,,,,,Matches
507,Abdoulaye Touré,gn GUI,MF,Le Havre,29,1994,25.4,,,,,,,,,,,,,,,0,,,,,,Matches
508,Souleymane Touré,fr FRA,DF,Lorient,20,2003,22.8,,,,,,,,,,,,,,,1,,,,,,Matches
509,Bénie Traoré,ci CIV,FW,Nantes,20,2002,5.6,,,,,,,,,,,,,,,1,,,,,,Matches
510,Daouda Traoré,fr FRA,MF,Nice,17,2006,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
511,Ismaël Traoré,ci CIV,DF,Metz,36,1986,24.7,,,,,,,,,,,,,,,0,,,,,,Matches
512,Adrien Truffert,fr FRA,"DF,MF",Rennes,21,2001,23.8,,,,,,,,,,,,,,,2,,,,,,Matches
513,Matthieu Udol,fr FRA,DF,Metz,27,1996,30.0,,,,,,,,,,,,,,,3,,,,,,Matches
514,Manuel Ugarte,uy URU,MF,Paris Saint-Germain,22,2001,21.5,,,,,,,,,,,,,,,2,,,,,,Matches
515,Samuel Umtiti,fr FRA,DF,Lille,29,1993,2.1,,,,,,,,,,,,,,,0,,,,,,Matches
516,Kévin Van Den Kerkhof,dz ALG,"MF,FW",Metz,27,1996,21.3,,,,,,,,,,,,,,,2,,,,,,Matches
517,Vanderson,br BRA,"MF,DF",Monaco,22,2001,18.2,,,,,,,,,,,,,,,1,,,,,,Matches
518,Jordan Veretout,fr FRA,MF,Marseille,30,1993,24.3,,,,,,,,,,,,,,,2,,,,,,Matches
519,Alan Virginius,fr FRA,MF,Lille,20,2003,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
520,Alan Virginius,fr FRA,"MF,FW",Clermont Foot,20,2003,10.4,,,,,,,,,,,,,,,2,,,,,,Matches
521,Vitinha,pt POR,MF,Paris Saint-Germain,23,2000,23.6,,,,,,,,,,,,,,,4,,,,,,Matches
522,Vitinha,pt POR,FW,Marseille,23,2000,10.3,,,,,,,,,,,,,,,2,,,,,,Matches
523,Elye Wahi,fr FRA,FW,Lens,20,2003,18.8,,,,,,,,,,,,,,,3,,,,,,Matches
524,Elye Wahi,fr FRA,FW,Montpellier,20,2003,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
525,Mateusz Wieteska,pl POL,DF,Clermont Foot,26,1997,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
526,Josh Wilson-Esbrand,eng ENG,"DF,MF",Reims,20,2002,5.1,,,,,,,,,,,,,,,1,,,,,,Matches
527,Christopher Wooh,cm CMR,DF,Rennes,21,2001,15.4,,,,,,,,,,,,,,,0,,,,,,Matches
528,Yusuf Yazıcı,tr TUR,"MF,FW",Lille,26,1997,14.6,,,,,,,,,,,,,,,2,,,,,,Matches
529,Kelvin Yeboah,it ITA,FW,Montpellier,23,2000,3.1,,,,,,,,,,,,,,,0,,,,,,Matches
530,Bertuğ Yıldırım,tr TUR,FW,Rennes,21,2002,5.2,,,,,,,,,,,,,,,1,,,,,,Matches
531,Darlin Yongwa,cm CMR,"MF,DF",Lorient,22,2000,12.9,,,,,,,,,,,,,,,1,,,,,,Matches
532,Leny Yoro,fr FRA,DF,Lille,17,2005,29.7,,,,,,,,,,,,,,,0,,,,,,Matches
533,Etienne Youte Kinkoue,fr FRA,DF,Le Havre,21,2002,21.6,,,,,,,,,,,,,,,0,,,,,,Matches
534,Yoram Zague,fr FRA,DF,Paris Saint-Germain,17,2006,4.1,,,,,,,,,,,,,,,0,,,,,,Matches
535,Warren Zaïre-Emery,fr FRA,"MF,DF",Paris Saint-Germain,17,2006,21.8,,,,,,,,,,,,,,,3,,,,,,Matches
536,Denis Zakaria,ch SUI,"MF,DF",Monaco,26,1996,23.7,,,,,,,,,,,,,,,0,,,,,,Matches
537,Mehdi Zeffane,dz ALG,"MF,DF",Clermont Foot,31,1992,13.7,,,,,,,,,,,,,,,0,,,,,,Matches
538,Nathan Zeze,fr FRA,DF,Nantes,18,2005,11.4,,,,,,,,,,,,,,,0,,,,,,Matches
539,Edon Zhegrova,xk KVX,"MF,FW",Lille,24,1999,25.4,,,,,,,,,,,,,,,6,,,,,,Matches
540,Luck Zogbé,ci CIV,DF,Brest,18,2005,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
