player_name_tm,club_tm,season,market_value_eur
Samuel Lino,Atlético de Madrid,2024-25,22000000.0
Rodrigo Riquelme,Atlético de Madrid,2024-25,12000000.0
Carlos Martín,Atlético de Madrid,2024-25,2800000.0
Germán Valera,Atlético de Madrid,2024-25,1500000.0
Marcos Paulo,Atlético de Madrid,2024-25,450000.0
Giuliano Simeone,Atlético de Madrid,2024-25,35000000.0
Víctor Mollejo,Atlético de Madrid,2024-25,300000.0
Antoine Griezmann,Atlético de Madrid,2024-25,18000000.0
Ángel Correa,Atlético de Madrid,2024-25,10000000.0
Julián Alvarez,Atlético de Madrid,2024-25,100000000.0
Alexander Sørloth,Atlético de Madrid,2024-25,25000000.0
Omar Janneh,Atlético de Madrid,2024-25,1000000.0
Adrián Niño,Atlético de Madrid,2024-25,800000.0
Borja Garcés,Atlético de Madrid,2024-25,300000.0
Unai Simón,Athletic Bilbao,2024-25,28000000.0
Julen Agirrezabala,Athletic Bilbao,2024-25,15000000.0
Álex Padilla,Athletic Bilbao,2024-25,3000000.0
Oier Gastesi,Athletic Bilbao,2024-25,150000.0
Dani Vivian,Athletic Bilbao,2024-25,40000000.0
Aitor Paredes,Athletic Bilbao,2024-25,22000000.0
Yeray Álvarez,Athletic Bilbao,2024-25,7000000.0
Unai Núñez,Athletic Bilbao,2024-25,3000000.0
Unai Egiluz,Athletic Bilbao,2024-25,600000.0
Aimar Duñabeitia,Athletic Bilbao,2024-25,150000.0
Ander Izagirre,Athletic Bilbao,2024-25,50000.0
Adama Boiro,Athletic Bilbao,2024-25,2500000.0
Yuri Berchiche,Athletic Bilbao,2024-25,1400000.0
Andoni Gorosabel,Athletic Bilbao,2024-25,5000000.0
Iñigo Lekue,Athletic Bilbao,2024-25,2000000.0
Óscar de Marcos,Athletic Bilbao,2024-25,1500000.0
Mikel Vesga,Athletic Bilbao,2024-25,2500000.0
Mikel Jauregizar,Athletic Bilbao,2024-25,30000000.0
Beñat Prados,Athletic Bilbao,2024-25,18000000.0
Iñigo Ruiz de Galarreta,Athletic Bilbao,2024-25,3000000.0
Ander Herrera,Athletic Bilbao,2024-25,800000.0
Alejandro Rego,Athletic Bilbao,2024-25,300000.0
Oihan Sancet,Athletic Bilbao,2024-25,60000000.0
Unai Gómez,Athletic Bilbao,2024-25,6000000.0
Peio Canales,Athletic Bilbao,2024-25,1000000.0
Nico Williams,Athletic Bilbao,2024-25,70000000.0
Álex Berenguer,Athletic Bilbao,2024-25,9000000.0
Álvaro Djaló,Athletic Bilbao,2024-25,5000000.0
Nico Serrano,Athletic Bilbao,2024-25,1200000.0
Iker Varela,Athletic Bilbao,2024-25,300000.0
Iñaki Williams,Athletic Bilbao,2024-25,15000000.0
Adu Ares,Athletic Bilbao,2024-25,1600000.0
Aingeru Olabarrieta,Athletic Bilbao,2024-25,500000.0
Endika Buján,Athletic Bilbao,2024-25,300000.0
Maroan Sannadi,Athletic Bilbao,2024-25,10000000.0
Gorka Guruzeta,Athletic Bilbao,2024-25,9000000.0
Javi Martón,Athletic Bilbao,2024-25,500000.0
Álex Remiro,Real Sociedad,2024-25,18000000.0
Unai Marrero,Real Sociedad,2024-25,600000.0
Aitor Fraga,Real Sociedad,2024-25,500000.0
Egoitz Arana,Real Sociedad,2024-25,50000.0
Nayef Aguerd,Real Sociedad,2024-25,18000000.0
Igor Zubeldia,Real Sociedad,2024-25,12000000.0
Jon Martín,Real Sociedad,2024-25,8000000.0
Jon Pacheco,Real Sociedad,2024-25,6000000.0
Aritz Elustondo,Real Sociedad,2024-25,3000000.0
Luken Beitia,Real Sociedad,2024-25,300000.0
Sergio Gómez,Real Sociedad,2024-25,20000000.0
Javi López,Real Sociedad,2024-25,7500000.0
Aihen Muñoz,Real Sociedad,2024-25,4000000.0
Jon Balda,Real Sociedad,2024-25,300000.0
Jon Aramburu,Real Sociedad,2024-25,15000000.0
Hamari Traoré,Real Sociedad,2024-25,2000000.0
Álvaro Odriozola,Real Sociedad,2024-25,1000000.0
Iñaki Rupérez,Real Sociedad,2024-25,300000.0
Martín Zubimendi,Real Sociedad,2024-25,60000000.0
Urko González de Zárate,Real Sociedad,2024-25,5000000.0
Luka Sucic,Real Sociedad,2024-25,15000000.0
Beñat Turrientes,Real Sociedad,2024-25,10000000.0
Jon Ander Olasagasti,Real Sociedad,2024-25,4000000.0
Mikel Rodriguez,Real Sociedad,2024-25,250000.0
Brais Méndez,Real Sociedad,2024-25,22000000.0
Arsen Zakharyan,Real Sociedad,2024-25,9000000.0
Pablo Marín,Real Sociedad,2024-25,8000000.0
Jon Magunazelaia,Real Sociedad,2024-25,600000.0
Mikel Goti,Real Sociedad,2024-25,400000.0
Ander Barrenetxea,Real Sociedad,2024-25,15000000.0
Sheraldo Becker,Real Sociedad,2024-25,2500000.0
Arkaitz Mariezkurrena,Real Sociedad,2024-25,700000.0
Alex Marchal,Real Sociedad,2024-25,500000.0
Takefusa Kubo,Real Sociedad,2024-25,30000000.0
Dani Díaz,Real Sociedad,2024-25,300000.0
Mikel Oyarzabal,Real Sociedad,2024-25,25000000.0
Orri Óskarsson,Real Sociedad,2024-25,15000000.0
Umar Sadiq,Real Sociedad,2024-25,5000000.0
Ekain Orobengoa,Real Sociedad,2024-25,250000.0
Rui Silva,Real Betis Balompié,2024-25,7000000.0
Fran Vieites,Real Betis Balompié,2024-25,2000000.0
Adrián San Miguel,Real Betis Balompié,2024-25,500000.0
Guilherme Fernandes,Real Betis Balompié,2024-25,150000.0
Germán García,Real Betis Balompié,2024-25,50000.0
Manu González,Real Betis Balompié,2024-25,
Natan,Real Betis Balompié,2024-25,9000000.0
Diego Llorente,Real Betis Balompié,2024-25,6000000.0
Nobel Mendy,Real Betis Balompié,2024-25,4000000.0
Marc Bartra,Real Betis Balompié,2024-25,1000000.0
Sergio Arribas,Real Betis Balompié,2024-25,400000.0
Rudy Kohon,Real Betis Balompié,2024-25,400000.0
Romain Perraud,Real Betis Balompié,2024-25,5000000.0
Ricardo Rodríguez,Real Betis Balompié,2024-25,2000000.0
Lucas Alcázar,Real Betis Balompié,2024-25,300000.0
Xavi Pleguezuelo,Real Betis Balompié,2024-25,100000.0
Ángel Ortiz,Real Betis Balompié,2024-25,2500000.0
Héctor Bellerín,Real Betis Balompié,2024-25,2000000.0
Youssouf Sabaly,Real Betis Balompié,2024-25,1800000.0
Pablo Busto,Real Betis Balompié,2024-25,300000.0
Marc Roca,Real Betis Balompié,2024-25,6000000.0
William Carvalho,Real Betis Balompié,2024-25,1500000.0
Carlos Guirao,Real Betis Balompié,2024-25,300000.0
Johnny Cardoso,Real Betis Balompié,2024-25,25000000.0
Sergi Altimira,Real Betis Balompié,2024-25,15000000.0
Pablo Fornals,Real Betis Balompié,2024-25,6000000.0
Mateo Flores,Real Betis Balompié,2024-25,1000000.0
Giovani Lo Celso,Real Betis Balompié,2024-25,15000000.0
Nabil Fekir,Real Betis Balompié,2024-25,7000000.0
Isco,Real Betis Balompié,2024-25,6000000.0
Dani Pérez,Real Betis Balompié,2024-25,500000.0
Carlos Reina,Real Betis Balompié,2024-25,300000.0
Assane Diao,Real Betis Balompié,2024-25,30000000.0
Jesús Rodríguez,Real Betis Balompié,2024-25,30000000.0
Abde Ezzalzouli,Real Betis Balompié,2024-25,12000000.0
Juanmi,Real Betis Balompié,2024-25,2000000.0
Antony,Real Betis Balompié,2024-25,35000000.0
Pablo García,Real Betis Balompié,2024-25,5000000.0
Aitor Ruibal,Real Betis Balompié,2024-25,3500000.0
Rodri Sánchez,Real Betis Balompié,2024-25,2700000.0
Iker Losada,Real Betis Balompié,2024-25,1500000.0
Vitor Roque,Real Betis Balompié,2024-25,20000000.0
Cucho Hernández,Real Betis Balompié,2024-25,18000000.0
Chimy Ávila,Real Betis Balompié,2024-25,2000000.0
Cédric Bakambu,Real Betis Balompié,2024-25,1500000.0
Marcos Fernández,Real Betis Balompié,2024-25,400000.0
Luiz Júnior,Villarreal CF,2024-25,10000000.0
Diego Conde,Villarreal CF,2024-25,7500000.0
Iker Álvarez,Villarreal CF,2024-25,800000.0
Rubén Gómez,Villarreal CF,2024-25,100000.0
Logan Costa,Villarreal CF,2024-25,18000000.0
Juan Foyth,Villarreal CF,2024-25,15000000.0
Willy Kambwala,Villarreal CF,2024-25,4000000.0
Eric Bailly,Villarreal CF,2024-25,2000000.0
Raúl Albiol,Villarreal CF,2024-25,1000000.0
Antonio Espigares,Villarreal CF,2024-25,500000.0
Jean Ives Valou,Villarreal CF,2024-25,200000.0
Sergi Cardona,Villarreal CF,2024-25,10000000.0
Alfonso Pedraza,Villarreal CF,2024-25,2500000.0
Juan Bernat,Villarreal CF,2024-25,2000000.0
Arnau Solà,Villarreal CF,2024-25,400000.0
Pau Navarro,Villarreal CF,2024-25,3000000.0
Kiko Femenía,Villarreal CF,2024-25,900000.0
Pape Gueye,Villarreal CF,2024-25,15000000.0
Santi Comesaña,Villarreal CF,2024-25,8000000.0
Ramón Terrats,Villarreal CF,2024-25,4000000.0
Dani Parejo,Villarreal CF,2024-25,1500000.0
Dani Requena,Villarreal CF,2024-25,400000.0
Thiago Ojeda,Villarreal CF,2024-25,250000.0
Alassane Diatta,Villarreal CF,2024-25,200000.0
Denis Suárez,Villarreal CF,2024-25,1200000.0
Álex Baena,Villarreal CF,2024-25,55000000.0
Arnaut Danjuma,Villarreal CF,2024-25,4000000.0
Yéremy Pino,Villarreal CF,2024-25,30000000.0
Ilias Akhomach,Villarreal CF,2024-25,15000000.0
Tajon Buchanan,Villarreal CF,2024-25,6000000.0
Nicolas Pépé,Villarreal CF,2024-25,6000000.0
Thierno Barry,Villarreal CF,2024-25,20000000.0
Ayoze Pérez,Villarreal CF,2024-25,10000000.0
Karl Etta Eyong,Villarreal CF,2024-25,5000000.0
Gerard Moreno,Villarreal CF,2024-25,4000000.0
Pau Cabanes,Villarreal CF,2024-25,800000.0
Giorgi Mamardashvili,Valencia CF,2024-25,30000000.0
Stole Dimitrievski,Valencia CF,2024-25,2500000.0
Jaume Doménech,Valencia CF,2024-25,400000.0
Vicent Abril,Valencia CF,2024-25,200000.0
Raúl Jiménez,Valencia CF,2024-25,
Cristhian Mosquera,Valencia CF,2024-25,30000000.0
César Tárrega,Valencia CF,2024-25,10000000.0
Yarek Gasiorowski,Valencia CF,2024-25,7500000.0
Mouctar Diakhaby,Valencia CF,2024-25,2000000.0
Cenk Özkacar,Valencia CF,2024-25,1200000.0
Maximiliano Caufriez,Valencia CF,2024-25,1000000.0
Álex Serradell,Valencia CF,2024-25,150000.0
Iker Córdoba,Valencia CF,2024-25,100000.0
José Gayà,Valencia CF,2024-25,9000000.0
Jesús Vázquez,Valencia CF,2024-25,3000000.0
Ro Abajas,Valencia CF,2024-25,100000.0
Max Aarons,Valencia CF,2024-25,6000000.0
Thierry Correia,Valencia CF,2024-25,3000000.0
Dimitri Foulquier,Valencia CF,2024-25,1500000.0
Rubén Iranzo,Valencia CF,2024-25,300000.0
Enzo Barrenechea,Valencia CF,2024-25,10000000.0
Pepelu,Valencia CF,2024-25,9000000.0
Hugo Guillamón,Valencia CF,2024-25,2500000.0
Javi Guerra,Valencia CF,2024-25,25000000.0
Pedro Alemañ,Valencia CF,2024-25,200000.0
Lucas Núñez,Valencia CF,2024-25,25000.0
André Almeida,Valencia CF,2024-25,10000000.0
Iván Jaime,Valencia CF,2024-25,5000000.0
Sergi Canós,Valencia CF,2024-25,1000000.0
Warren Madrigal,Valencia CF,2024-25,400000.0
Pablo López,Valencia CF,2024-25,50000.0
Diego López,Valencia CF,2024-25,15000000.0
Fran Pérez,Valencia CF,2024-25,3000000.0
Luis Rioja,Valencia CF,2024-25,2000000.0
David Otorbi,Valencia CF,2024-25,500000.0
Martín Tejón,Valencia CF,2024-25,500000.0
Hamza Bellari,Valencia CF,2024-25,100000.0
Ismael Santana,Valencia CF,2024-25,25000.0
Hugo Duro,Valencia CF,2024-25,14000000.0
Dani Gómez,Valencia CF,2024-25,1000000.0
Alberto Marí,Valencia CF,2024-25,1000000.0
Rafa Mir,Valencia CF,2024-25,800000.0
Álvaro Fernández,Sevilla FC,2024-25,2000000.0
Ørjan Nyland,Sevilla FC,2024-25,900000.0
Alberto Flores,Sevilla FC,2024-25,300000.0
Matías Árbol,Sevilla FC,2024-25,100000.0
Rafa Romero,Sevilla FC,2024-25,
Loïc Badé,Sevilla FC,2024-25,25000000.0
Kike Salas,Sevilla FC,2024-25,8000000.0
Marcão,Sevilla FC,2024-25,2000000.0
Tanguy Nianzou,Sevilla FC,2024-25,1500000.0
Ramón Martínez,Sevilla FC,2024-25,1000000.0
Andrés Castrín,Sevilla FC,2024-25,250000.0
Adrià Pedrosa,Sevilla FC,2024-25,7000000.0
Diego Hormigo,Sevilla FC,2024-25,300000.0
Oso,Sevilla FC,2024-25,200000.0
José Ángel Carmona,Sevilla FC,2024-25,12000000.0
Juanlu Sánchez,Sevilla FC,2024-25,12000000.0
Gonzalo Montiel,Sevilla FC,2024-25,5000000.0
Darío Benavides,Sevilla FC,2024-25,300000.0
Lucien Agoumé,Sevilla FC,2024-25,8000000.0
Nemanja Gudelj,Sevilla FC,2024-25,3000000.0
Valentín Barco,Sevilla FC,2024-25,12000000.0
Albert Sambi Lokonga,Sevilla FC,2024-25,8000000.0
Djibril Sow,Sevilla FC,2024-25,7500000.0
Saúl Ñíguez,Sevilla FC,2024-25,3000000.0
Manu Bueno,Sevilla FC,2024-25,1500000.0
Pedro Ortiz,Sevilla FC,2024-25,600000.0
Pablo Rivera,Sevilla FC,2024-25,200000.0
Alberto Collado,Sevilla FC,2024-25,200000.0
Lulo Dasilva,Sevilla FC,2024-25,150000.0
Jesús Navas,Sevilla FC,2024-25,
Stanis Idumbo,Sevilla FC,2024-25,2500000.0
Suso,Sevilla FC,2024-25,1500000.0
Rubén Vargas,Sevilla FC,2024-25,7000000.0
Lucas Ocampos,Sevilla FC,2024-25,6000000.0
Chidera Ejuke,Sevilla FC,2024-25,4000000.0
Isra Domínguez,Sevilla FC,2024-25,200000.0
Dodi Lukébakio,Sevilla FC,2024-25,20000000.0
Peque Fernández,Sevilla FC,2024-25,3500000.0
Isaac Romero,Sevilla FC,2024-25,6000000.0
Akor Adams,Sevilla FC,2024-25,5000000.0
Kelechi Iheanacho,Sevilla FC,2024-25,4500000.0
Álvaro García Pascual,Sevilla FC,2024-25,1000000.0
Mateo Mejía,Sevilla FC,2024-25,400000.0
Leandro Antonetti,Sevilla FC,2024-25,300000.0
Pau López,Girona FC,2024-25,2500000.0
Paulo Gazzaniga,Girona FC,2024-25,2500000.0
Vladyslav Krapyvtsov,Girona FC,2024-25,200000.0
Juan Carlos,Girona FC,2024-25,100000.0
Aleksandar Andreev,Girona FC,2024-25,
Lucas García,Girona FC,2024-25,
Jordi Danso,Girona FC,2024-25,
Pau Funallet,Girona FC,2024-25,
Ladislav Krejci,Girona FC,2024-25,12000000.0
Alejandro Francés,Girona FC,2024-25,2000000.0
Daley Blind,Girona FC,2024-25,1500000.0
David López,Girona FC,2024-25,1000000.0
Juanpe,Girona FC,2024-25,600000.0
Oriol Comas,Girona FC,2024-25,
Antal Yaakobishvili,Girona FC,2024-25,
Marc Aznar,Girona FC,2024-25,
Miguel Gutiérrez,Girona FC,2024-25,20000000.0
Arnau Martínez,Girona FC,2024-25,10000000.0
Ferran Ruiz,Girona FC,2024-25,
Oriol Romeu,Girona FC,2024-25,1200000.0
Selvi Clua,Girona FC,2024-25,300000.0
Yangel Herrera,Girona FC,2024-25,15000000.0
Iván Martín,Girona FC,2024-25,6000000.0
Donny van de Beek,Girona FC,2024-25,5000000.0
Arthur Melo,Girona FC,2024-25,5000000.0
Jhon Solís,Girona FC,2024-25,2500000.0
Enric García,Girona FC,2024-25,
Raúl Martínez,Girona FC,2024-25,
Gabriel Misehouy,Girona FC,2024-25,1000000.0
Ricard Artero,Girona FC,2024-25,
Bryan Gil,Girona FC,2024-25,15000000.0
Joel Roca,Girona FC,2024-25,1000000.0
Toni Villa,Girona FC,2024-25,800000.0
Min-su Kim,Girona FC,2024-25,300000.0
Juan Arango,Girona FC,2024-25,
Jastin Garcia,Girona FC,2024-25,
Viktor Tsygankov,Girona FC,2024-25,18000000.0
Yáser Asprilla,Girona FC,2024-25,15000000.0
Portu,Girona FC,2024-25,1800000.0
Iker Almena,Girona FC,2024-25,1300000.0
Papa Ba,Girona FC,2024-25,
Abel Ruiz,Girona FC,2024-25,4000000.0
Bojan Miovski,Girona FC,2024-25,2500000.0
Cristhian Stuani,Girona FC,2024-25,1000000.0
Dawda Camara,Girona FC,2024-25,
Iván Villar,Celta de Vigo,2024-25,900000.0
Vicente Guaita,Celta de Vigo,2024-25,700000.0
Marc Vidal,Celta de Vigo,2024-25,300000.0
Coke Carrillo,Celta de Vigo,2024-25,200000.0
César Fernández,Celta de Vigo,2024-25,200000.0
Javi Rodríguez,Celta de Vigo,2024-25,15000000.0
Carl Starfelt,Celta de Vigo,2024-25,6000000.0
Carlos Domínguez,Celta de Vigo,2024-25,3000000.0
Marcos Alonso,Celta de Vigo,2024-25,1500000.0
Joseph Aidoo,Celta de Vigo,2024-25,1200000.0
Yoel Lago,Celta de Vigo,2024-25,1000000.0
Mihailo Ristic,Celta de Vigo,2024-25,900000.0
Tincho Conde,Celta de Vigo,2024-25,300000.0
Óscar Mingueza,Celta de Vigo,2024-25,20000000.0
Sergio Carreira,Celta de Vigo,2024-25,4000000.0
Javier Manquillo,Celta de Vigo,2024-25,1000000.0
Damián Rodríguez,Celta de Vigo,2024-25,3000000.0
Jailson,Celta de Vigo,2024-25,1000000.0
Fran Beltrán,Celta de Vigo,2024-25,8000000.0
Ilaix Moriba,Celta de Vigo,2024-25,6000000.0
Hugo Sotelo,Celta de Vigo,2024-25,4000000.0
Luca de la Torre,Celta de Vigo,2024-25,2000000.0
Miguel Román,Celta de Vigo,2024-25,400000.0
Fer López,Celta de Vigo,2024-25,5000000.0
Hugo Álvarez,Celta de Vigo,2024-25,7500000.0
Alfon González,Celta de Vigo,2024-25,5000000.0
Williot Swedberg,Celta de Vigo,2024-25,5000000.0
Jonathan Bamba,Celta de Vigo,2024-25,3500000.0
Franco Cervi,Celta de Vigo,2024-25,800000.0
Tadeo Allende,Celta de Vigo,2024-25,2000000.0
Jones El-Abdellaoui,Celta de Vigo,2024-25,1500000.0
Anastasios Douvikas,Celta de Vigo,2024-25,10000000.0
Pablo Durán,Celta de Vigo,2024-25,3500000.0
Borja Iglesias,Celta de Vigo,2024-25,3000000.0
Iago Aspas,Celta de Vigo,2024-25,2000000.0
Dinko Horkas,UD Las Palmas,2024-25,1200000.0
Jasper Cillessen,UD Las Palmas,2024-25,800000.0
Álvaro Killane,UD Las Palmas,2024-25,
Victor Puig,UD Las Palmas,2024-25,
Israel Mora,UD Las Palmas,2024-25,
Mika Mármol,UD Las Palmas,2024-25,10000000.0
Scott McKenna,UD Las Palmas,2024-25,4000000.0
Juanma Herzog,UD Las Palmas,2024-25,2500000.0
Andy Pelmard,UD Las Palmas,2024-25,2000000.0
Álex Suárez,UD Las Palmas,2024-25,1000000.0
Valentino Raca,UD Las Palmas,2024-25,
Álex Muñoz,UD Las Palmas,2024-25,1000000.0
Daley Sinkgraven,UD Las Palmas,2024-25,600000.0
Diego Martín,UD Las Palmas,2024-25,
Viti Rozada,UD Las Palmas,2024-25,2000000.0
Marvin Park,UD Las Palmas,2024-25,1200000.0
Valentín Pezzolesi,UD Las Palmas,2024-25,100000.0
Dário Essugo,UD Las Palmas,2024-25,20000000.0
Stefan Bajcetic,UD Las Palmas,2024-25,9000000.0
Javi Muñoz,UD Las Palmas,2024-25,2000000.0
Enzo Loiodice,UD Las Palmas,2024-25,1200000.0
José Campaña,UD Las Palmas,2024-25,900000.0
Fabio González,UD Las Palmas,2024-25,500000.0
Aboubacar Bassinga,UD Las Palmas,2024-25,100000.0
Kirian Rodríguez,UD Las Palmas,2024-25,1000000.0
Iván Gil,UD Las Palmas,2024-25,800000.0
Sergio Viera,UD Las Palmas,2024-25,
Josito González,UD Las Palmas,2024-25,
Alberto Moleiro,UD Las Palmas,2024-25,25000000.0
Benito Ramírez,UD Las Palmas,2024-25,700000.0
Sergio Ruiz,UD Las Palmas,2024-25,
Manu Fuster,UD Las Palmas,2024-25,1500000.0
Adnan Januzaj,UD Las Palmas,2024-25,1200000.0
Pejiño,UD Las Palmas,2024-25,800000.0
Saliou Mandiang,UD Las Palmas,2024-25,
Arturo Rodríguez,UD Las Palmas,2024-25,
Fábio Silva,UD Las Palmas,2024-25,20000000.0
Oli McBurnie,UD Las Palmas,2024-25,2500000.0
Sandro Ramírez,UD Las Palmas,2024-25,2500000.0
Marc Cardona,UD Las Palmas,2024-25,800000.0
Jaime Mata,UD Las Palmas,2024-25,400000.0
Elías Romero,UD Las Palmas,2024-25,
Joan García,RCD Espanyol Barcelona,2024-25,25000000.0
Fernando Pacheco,RCD Espanyol Barcelona,2024-25,800000.0
Ángel Fortuño,RCD Espanyol Barcelona,2024-25,300000.0
Pol Tristán,RCD Espanyol Barcelona,2024-25,100000.0
Llorenç Serred,RCD Espanyol Barcelona,2024-25,25000.0
Marash Kumbulla,RCD Espanyol Barcelona,2024-25,7500000.0
Fernando Calero,RCD Espanyol Barcelona,2024-25,1500000.0
Leandro Cabrera,RCD Espanyol Barcelona,2024-25,1000000.0
Sergi Gómez,RCD Espanyol Barcelona,2024-25,600000.0
José Luis Català,RCD Espanyol Barcelona,2024-25,150000.0
Pablo Ramón,RCD Espanyol Barcelona,2024-25,100000.0
Roger Hinojo,RCD Espanyol Barcelona,2024-25,50000.0
Carlos Romero,RCD Espanyol Barcelona,2024-25,5000000.0
Brian Oliván,RCD Espanyol Barcelona,2024-25,1800000.0
Omar El Hilali,RCD Espanyol Barcelona,2024-25,15000000.0
